"gid","lbl.x","val.x","lbl.y","val.y","건축면적","건축물높이","건축물수","건축물연면적","건폐율","고등학생인구수","고령인구수","공동건축물수","생산가능인구수","용적율","유소년인구수","유아인구수","중학생인구수","초등학생인구수","총인구수","연령20대수","연령30대수","연령40대수","연령50대수","연령60대수","연령70대수","연령80대수","연령90대수","연령100대이상수","공시지가","노후건물수20년","노후건물수30년","응급의료시설접근성","보건기관접근성","주차장접근성","토지이용복합도","토지이용압축도","화재발생수","화재재산피해합계","화재재산피해평균","화재인명피해합계","화재인명피해평균","화재진압시간합계","화재진압시간평균","구조발생수","구조대상자수합계","구조대상자수평균","구조사망합계","구조사망평균","구조안전구조합계","구조안전구조평균","구조경상합계","구조경상평균","구조중상합계","구조중상평균","구조행방불명합계구조","구조행방불명평균","구급발생수","전체발생수","화재발생정규화","구조발생정규화","구급발생정규화","전체발생정규화","소요시간","정규화시간","전체시간가중"
"라라38a92b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133.36,0,0,24.412,5.226,7.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.779643784559243,0,0,0.00512820512820513,0.00512820512820513,13.4604598990231,1.26352446138388,1.27000407400636
"라라53b92b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2633.25,0,0,5.845,4.747,3.104,0,0,0,0,0,0,0,0,0,2,1,0.5,0,0,0,0,1,0.5,0,0,0,0,0,-0.822062194397093,0,0.00112044817927171,0,0.00112044817927171,20.5373447527619,1.40616316373149,1.40773869668805
"라라64b94b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630.09,0,0,18.051,5.318,4.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,29.8148865794843,1.59315737862819,1.59315737862819
"라라49a89a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3414.46,0,0,4.238,5.193,1.475,0,0,1,66,66,0,0,747,747,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.426220203490998,0.032258064516129,0.000560224089635854,0,0.0328182886057649,14.5548169329748,1.28558185958295,1.32777245607708
"라라54b94b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6651.21,0,0,10.322,4.33,4.635,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.761827660759427,0,0.00336134453781513,0,0.00336134453781513,15.6700913137852,1.30806085899132,1.31245770221482
"라라63a90a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981.92,0,0,10.776,4.916,5.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,20.4332945761212,1.40406597231439,1.40406597231439
"라라48b82a",NA,NA,NA,NA,73.07,0,2,73.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001.24,2,2,9.975,3.428,4.289,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,18.0701749371327,1.35643593088177,1.35643593088177
"라라60b93b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56243.14,0,0,11.207,5.821,3.715,0,0,3,66381,22127,0,0,3917,1305.666667,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45581557877769,0.0967741935483871,0.00280112044817927,0,0.0995753139965664,10.7056321675756,1.20799931706883,1.3282862283736
"라라59b75b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571.5,0,0,17.832,6.196,10.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,27.898856137288,1.55453867822798,1.55453867822798
"라라73b81b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249.92,0,0,22.505,2.015,3.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,9.40233159091935,1.18173054106566,1.18173054106566
"라라41a88a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329.09,0,0,19.193,3.575,7.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,10.7020306847563,1.20792672710213,1.20792672710213
"라라47a99b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068.41,0,0,16.991,2.786,7.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,25.0956100461998,1.49803763390442,1.49803763390442
"라라56a95a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7650.47,0,0,11.606,4.622,7.451,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83712082780651,0,0.000560224089635854,0,0.000560224089635854,13.6109925398575,1.26655853371844,1.26726809031996
"라라57b96a",NA,NA,NA,NA,81.71,0,1,81.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2098.47,1,1,12.966,4.328,5.587,1,0.03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.764585151149827,0,0.000560224089635854,0.00512820512820513,0.00568842921784098,17.1909504053923,1.33871465254086,1.34632983608473
"라라63a87b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10948.96,0,0,8.11,5.694,5.025,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.79194492757826,0,0.00224089635854342,0,0.00224089635854342,15.2881033858931,1.3003616716408,1.30327564737557
"라라45a87a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,16.924,14.584,9.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,31.2237294989202,1.62155342151898,1.62155342151898
"라마60b03b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673.52,0,0,22.27,8.727,14.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,34.2694021296849,1.68294071279282,1.68294071279282
"라라71a91b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1689.67,0,0,13.818,2.998,3.294,0,0,2,64013,32006.5,0,0,2852,1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0303782125849034,0.0645161290322581,0,0,0.0645161290322581,15.8683626225712,1.31205713175575,1.3967059789658
"라라67a87b",NA,NA,NA,NA,47.94,0,7,47.94,14.97,0,6,0,0,14.97,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7951.59,7,6,15.529,3.878,4.804,2,0.13,0,0,0,0,0,0,0,3,1,0.333333333,0,0,0,0,1,0.333333333,0,0,0,0,1,-0.734467884330994,0,0.00168067226890756,0.00512820512820513,0.00680887739711269,13.1162817345694,1.25658735165712,1.26514330087332
"라라46b84a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945.36,0,0,10.798,3.244,5.114,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,-0.83712082780651,0,0.000560224089635854,0,0.000560224089635854,20.4232993236445,1.40386451222674,1.40465099094507
"라라46b94a",NA,NA,NA,NA,87.87,0,1,87.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2765.82,1,1,9.464,7.921,5.83,1,0.04,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,-0.83712082780651,0,0.000560224089635854,0,0.000560224089635854,14.7269174533943,1.28905064498971,1.28977280221379
"라마55b01a",NA,NA,NA,NA,295.18,0,5,295.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3195.75,5,0,19.091,0.817,10.231,1,0.59,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,-0.83712082780651,0,0.000560224089635854,0,0.000560224089635854,20.1526237470079,1.39840888961784,1.39919231196496
"라마47b01a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.17,0,0,17.674,3.468,6.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,25.1233087514722,1.49859591730996,1.49859591730996
"라라76a90a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.98,0,0,19.329,2.402,4.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,17.448369249788,1.3439030780534,1.3439030780534
"라라62b83b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1945.31,0,0,11.94,4.042,3.997,0,0,1,825,825,0,0,2400,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.441278836900415,0.032258064516129,0,0,0.032258064516129,16.9298550669142,1.33345212516629,1.37646670984907
"라라69b89a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5457.15,0,0,17.257,1.449,3.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,14.1819622507163,1.2780667580742,1.2780667580742
"라마50a00a",NA,NA,NA,NA,143.09,0,2,181.04,16.54,0,0,0,0,22.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535.35,0,0,16.447,5.291,17.097,2,0.14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.764585151149827,0,0.000560224089635854,0.00512820512820513,0.00568842921784098,30.558782747263,1.608151035618,1.61729888895571
"라라42a90a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1574.44,0,0,20.409,3.638,3.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,17.6929352294283,1.34883244665205,1.34883244665205
"라라74a82b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960.89,0,0,24.041,2.745,3.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,14.4679241432693,1.28383048521087,1.28383048521087
"라마60b01b",NA,NA,NA,NA,87.57,0,15,90.07,25.68,0,13,0,8,23.46,0,0,0,0,21,0,0,0,0,0,0,6,0,0,7491.06,15,10,18.918,6.308,7.787,4,0.54,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.704350617512161,0,0.00280112044817927,0.00512820512820513,0.0079293255763844,23.2997582115655,1.46184120276347,1.47343261760115
"라라49a80b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399.37,0,0,12.411,1.171,6.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,15.0770179113698,1.29610712196355,1.29610712196355
"라라46b91b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131.43,0,0,8.438,8.497,4.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,15.5737430330321,1.30611890373501,1.30611890373501
"라마58b05b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1549.26,0,0,25.72,7.643,3.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,31.5309257702347,1.62774513982611,1.62774513982611
"라라61a73b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707.26,0,0,22.115,5.899,9.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,30.1764925969489,1.60044575679998,1.60044575679998
"라라37a91b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874.38,0,0,28.035,4.451,5.159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83712082780651,0,0.000560224089635854,0,0.000560224089635854,12.2072853118211,1.23826600365456,1.23895971009918
"라라62b88b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2109.96,0,0,9.561,4.809,5.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,17.8830507525918,1.35266433484588,1.35266433484588
"라라64b82a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4357.15,0,0,11.917,5.02,4.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,26.4512145229061,1.52536062522762,1.52536062522762
"라라60a79a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905.15,0,0,11.935,4.367,13.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,14.8702747932152,1.29194009498737,1.29194009498737
"라라46b99a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780.47,0,0,18.203,2.709,6.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,20.4016027145304,1.40342720453651,1.40342720453651
"라라62b84b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1721.48,0,0,7.431,4.195,4.948,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83712082780651,0,0.000560224089635854,0,0.000560224089635854,12.6180530259935,1.24654526422284,1.24724360890868
"라라75b90a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930.72,0,0,19.064,1.965,4.576,0,0,0,0,0,0,0,0,0,2,1,0.5,0,0,0,0,0,0,1,0.5,0,0,0,-0.822062194397093,0,0.00112044817927171,0,0.00112044817927171,13.060999792809,1.25547311218609,1.25687980474876
"라마49a01a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985.01,0,0,21.966,7.9,11.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,47.8071308023269,1.95580145456106,1.95580145456106
"라라41b84b",NA,NA,NA,NA,288.64,0,1,380.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19977.73,13,10,18.255,4.118,4.288,3,1.21,1,6090,6090,0,0,495,495,7,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.263332726377817,0.032258064516129,0.00392156862745098,0.00512820512820513,0.0413078382717851,5.69746772820133,1.10705686971527,1.15278699584714
"라라70a91b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6185.08,0,0,13.598,2.779,6.173,0,0,0,0,0,0,0,0,0,11,4,0.363636364,0,0,3,0.272727273,1,0.090909091,0,0,0,0,1,-0.613998817055662,0,0.0061624649859944,0.00512820512820513,0.0112906701141995,18.3463886661009,1.36200317815015,1.37738110672913
"라마51a02b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538.16,0,0,19.629,7.13,9.963,0,0,0,0,0,0,0,0,0,2,1,0.5,0,0,1,0.5,0,0,0,0,0,0,0,-0.822062194397093,0,0.00112044817927171,0,0.00112044817927171,31.5347558692347,1.627822337684,1.62964622825843
"라라61b94b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2562.9,0,0,13.821,3.272,2.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,21.7113577869276,1.42982607462993,1.42982607462993
"라라62a76a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13719.79,0,0,14.638,1.92,6.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,13.0185816087865,1.25461814918331,1.25461814918331
"라마59a05b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630.56,0,0,25.813,7.737,6.553,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.822062194397093,0,0.00112044817927171,0,0.00112044817927171,35.5090131597643,1.70792578919305,1.70983943153388
"라라35a91a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21971.68,18,13,31.153,5.944,2.064,5,0.81,2,2026,1013,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449149544621789,0.0645161290322581,0.00280112044817927,0,0.0673172494804373,12.6469806819617,1.24712831783958,1.33108156594571
"라라49b99b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013.13,0,0,16.359,5.202,17.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,31.5445344170259,1.62801942996352,1.62801942996352
"라마47b00a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2122.65,0,0,16.295,2.229,7.53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.807003560987677,0,0.00168067226890756,0,0.00168067226890756,21.8329335288918,1.43227650394016,1.43468369134174
"라라52a95a",NA,NA,NA,NA,0,0,1,115.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5225.11,1,1,9.982,2.906,6.356,1,0.05,2,14300,7150,0,0,1322,661,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015319579175487,0.0645161290322581,0.000560224089635854,0,0.0650763531218939,15.0573610278864,1.2957109261217,1.3800310678939
"라라74b82a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911.83,0,0,25.684,4.611,3.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,20.4133561473014,1.40366410176364,1.40366410176364
"라라73b91b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151.88,0,0,17.476,3.251,4.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,14.8161228928975,1.29084863215441,1.29084863215441
"라라73a83b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935.48,0,0,22.869,1.365,2.389,0,0,0,0,0,0,0,0,0,2,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,-0.822062194397093,0,0.00112044817927171,0,0.00112044817927171,16.4711439040114,1.32420653669324,1.32569024149626
"라라46a86b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996.64,0,0,17.865,17.925,10.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,NA,2,2
"라라58b98b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4401.7,0,0,15.741,4.474,5.732,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83712082780651,0,0.000560224089635854,0,0.000560224089635854,21.0812140475119,1.41712516354541,1.41791907120006
"라라46a87b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.33,0,0,16.963,14.762,9.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,NA,2,2
"라라69b82b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103.36,0,0,17.614,2.594,10.105,0,0,1,29566,29566,0,0,2457,2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.441278836900415,0.032258064516129,0,0,0.032258064516129,19.940969794326,1.3941428819349,1.43911523296506
"라라77b87a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211.17,0,0,24.017,2.989,14.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,13.2500998031198,1.25928453213175,1.25928453213175
"라라46a79b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3330,0,0,17.321,5.03,4.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,23.6404911568245,1.46870887210715,1.46870887210715
"라라77b82a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.082,4.303,1.834,2,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,13.0427889568225,1.25510606226689,1.25510606226689
"라라49a82a",NA,NA,NA,NA,84.47,0,1,82.22,21.12,0,0,0,0,20.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5214.09,1,0,9.876,3.33,4.191,1,0.03,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.731710393940594,0,0.00448179271708683,0,0.00448179271708683,16.4998861558958,1.32478585338357,1.33072326897297
"라라71a94a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2808.61,0,0,10.335,2.567,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,23.7642456255351,1.47120321491355,1.47120321491355
"라라45a82b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13400.1,8,2,12.072,2.548,2.435,5,3.4,1,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.441278836900415,0.032258064516129,0,0,0.032258064516129,15.1157750027835,1.29688829352989,1.33872339977279
"라라45a86b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106.1,0,0,15.118,6.661,6.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,NA,2,2
"라라57a91b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57182.58,0,0,9.049,3.663,3.187,0,0,1,3557,3557,1,1,2019,2019,3,1,0.333333333,0,0,1,0.333333333,0,0,0,0,0,0,0,-0.396102936672165,0.032258064516129,0.00168067226890756,0,0.0339387367850366,4.88870499631653,1,1.03393873678504
"라마61a02a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781.97,0,0,19.668,7.058,8.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,30.2145904118184,1.60121364026673,1.60121364026673
"라라67a84a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3616.12,0,0,13.563,2.838,5.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,19.8655629704505,1.39262301383926,1.39262301383926
"라라72b94a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.494,6.065,2.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,32.6312957268517,1.64992373195499,1.64992373195499
"라마57a00a",NA,NA,NA,NA,50.59,0,1,50.59,50.59,0,0,0,0,50.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4187.87,1,0,17.509,2.535,9.483,1,0.02,0,0,0,0,0,0,0,2,1,0.5,0,0,0,0,1,0.5,0,0,0,0,1,-0.74952651774041,0,0.00112044817927171,0.00512820512820513,0.00624865330747684,19.5551642836834,1.38636674899874,1.39502967417024
"라라62a93a",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164.07,0,0,18.845,4.799,4.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,23.9529538550963,1.47500673829187,1.47500673829187
"라라40b91b",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788.28,0,0,20.001,4.236,5.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,12.5432641822533,1.24503785187381,1.24503785187381
