"gid","lbl.x","val.x","lbl.y","val.y","건축면적","건축물높이","건축물수","건축물연면적","건폐율","고등학생인구수","고령인구수","공동건축물수","생산가능인구수","용적율","유소년인구수","유아인구수","중학생인구수","초등학생인구수","총인구수","연령20대수","연령30대수","연령40대수","연령50대수","연령60대수","연령70대수","연령80대수","연령90대수","연령100대이상수","공시지가","노후건물수20년","노후건물수30년","응급의료시설접근성","보건기관접근성","주차장접근성","토지이용복합도","토지이용압축도","화재발생수","화재재산피해합계","화재재산피해평균","화재인명피해합계","화재인명피해평균","화재진압시간합계","화재진압시간평균","구조발생수","구조대상자수합계","구조대상자수평균","구조사망합계","구조사망평균","구조안전구조합계","구조안전구조평균","구조경상합계","구조경상평균","구조중상합계","구조중상평균","구조행방불명합계구조","구조행방불명평균","구급발생수","전체발생수","화재발생정규화","구조발생정규화","구급발생정규화","전체발생정규화","소요시간","정규화시간","전체시간가중"
"라라69a84a","7.73",7.73,"7.73",7.73,72.65,7.73,12,80.43,11.89,0,9,0,0,11.89,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4380.52,6,3,20.45,0.662,8.063,1,0.39,1,657,657,0,0,968,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.441278836900415,0.032258064516129,0,0,0.032258064516129,13.5163838091329,1.26465164009784,1.30544685429455
"라라59b91a","6.96",6.96,"6.96",6.96,110.45,6.96,32,131.97,25.16,0,20,0,27,32.31,0,0,0,0,50,0,0,0,6,15,0,0,0,0,27648.46,13,13,9.023,3.637,0.182,4,1.69,2,177,88.5,0,0,1516,758,40,6,0.15,0,0,3,0.075,3,0.075,0,0,0,0,2,0.717038477105121,0.0645161290322581,0.0224089635854342,0.0102564102564103,0.0971815028741025,8.74871181575719,1.16855645691921,1.28211852959585
"라라71b86b","7.40",7.4,"7.40",7.4,104.45,7.4,41,319.83,22.78,8,52,3,174,26.68,38,7,18,23,264,23,14,48,46,38,29,6,0,0,28602.04,27,20,18.955,1.146,3.866,7,5.11,2,15411,7705.5,0,0,4416,2208,40,3,0.075,0,0,3,0.075,0,0,0,0,0,0,7,1.07971686038854,0.0645161290322581,0.0224089635854342,0.0358974358974359,0.122822528515128,3.76372951620112,1,1.12282252851513
"라라74a85a","5.55",5.55,"5.55",5.55,106.95,5.55,103,108.9,31.59,0,57,0,34,33.58,0,0,0,0,91,0,0,0,11,23,23,24,0,0,23777.01,91,70,21.787,1.24,1.645,8,4.49,3,2336,778.6666667,0,0,5065,1688.333333,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0.911603252908003,0.0967741935483871,0.00896358543417367,0.0205128205128205,0.126250599495381,8.16347809477483,1.15676073319949,1.30280246923864
"라라58a84b","6.67",6.67,"6.67",6.67,157.5,6.67,9,262.84,22.84,0,0,0,0,35.05,0,0,0,0,10,0,0,0,0,0,0,0,0,0,37335.77,2,2,4.766,6.577,2.985,4,0.95,2,2090,1045,0,0,1538,769,10,4,0.4,0,0,2,0.2,1,0.1,0,0,0,0,0,0.120208121509261,0.0645161290322581,0.00560224089635854,0,0.0701183699286166,5.25265135063035,1.09809133866722,1.17508771336729
"라라59b84b","4.10",4.1,"4.10",4.1,100.61,4.1,12,122.17,33.2,0,13,0,14,42.41,0,0,0,0,29,0,0,0,0,7,7,0,0,0,50586,10,7,5.42,2.183,2.936,4,0.54,2,33,16.5,0,0,1347,673.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105149488099845,0.0645161290322581,0.00504201680672269,0,0.0695581458389807,2.96948654314733,1,1.06955814583898
"라라77b89a","4.35",4.35,"4.35",4.35,156.37,4.35,2,145.03,25.98,0,0,0,0,25.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2585.69,1,0,22.613,2.381,15.283,1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852179461215926,0,0,0,0,17.7691322973404,1.35036824257275,1.35036824257275
"라라70a95a","4.97",4.97,"4.97",4.97,86.57,4.97,41,86.97,21.77,0,38,0,19,22.15,0,0,0,0,58,0,0,0,6,18,13,10,0,0,27244.71,29,25,9.919,1.908,2.493,3,1.43,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,-0.456626320723279,0,0.00392156862745098,0.0205128205128205,0.0244343891402715,18.5772753318907,1.36665683227598,1.40005025713702
"라라70b89b","6.39",6.39,"6.39",6.39,140.51,6.39,46,146.37,24.18,0,17,0,13,28.07,0,0,0,0,31,0,0,0,0,13,0,0,0,0,30606.3,32,22,16.181,1.705,1.035,8,2.72,1,959,959,0,0,1037,1037,11,1,0.090909091,0,0,0,0,1,0.090909091,0,0,0,0,6,0.159580190543264,0.032258064516129,0.0061624649859944,0.0307692307692308,0.0691897602713542,9.76815011099941,1.1891038246611,1.27137763322715
"라라57b81b","5.54",5.54,"5.54",5.54,73.6,5.54,4,81.15,32.55,0,0,0,6,34.12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,16246.96,2,1,8.664,2.298,4.912,2,0.13,1,0,0,0,0,909,909,8,1,0.125,0,0,1,0.125,0,0,0,0,0,0,0,-0.320809769625083,0.032258064516129,0.00448179271708683,0,0.0367398572332159,9.87100774624425,1.19117697971747,1.23494065189178
"라라38a89b","4.80",4.8,"4.80",4.8,70.67,4.8,31,73.16,27.02,0,14,0,7,28.14,0,0,0,0,21,0,0,0,0,7,7,0,0,0,9486.63,20,17,25.108,1.524,5.637,6,0.91,1,589,589,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3358684030345,0.032258064516129,0.00392156862745098,0,0.03617963314358,6.20468590509078,1.11728014507638,1.15770293084385
"라라37b87b","6.70",6.7,"6.70",6.7,115.74,6.7,2,136.22,16.48,0,0,0,0,19.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2795.33,0,0,25.575,2.966,3.476,1,0.11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83712082780651,0,0.000560224089635854,0,0.000560224089635854,5.92192189851461,1.11158087317889,1.11220360756163
"라라62a75a","4.23",4.23,"4.23",4.23,79.23,4.23,10,79.12,21.31,0,9,0,0,21.18,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2403.56,8,7,16.411,3.694,7.081,1,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.779643784559243,0,0,0.00512820512820513,0.00512820512820513,18.5085366581267,1.36527136459783,1.37227275621116
"라라55a93b","5.12",5.12,"5.12",5.12,124.45,5.12,29,126.82,21.47,0,18,0,25,23.32,0,0,0,0,46,0,0,6,7,16,0,0,0,0,21904.58,15,13,8.474,4.446,2.766,4,1.47,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.676990841083728,0,0.00112044817927171,0.0102564102564103,0.011376858435682,11.2968446948662,1.21991554708349,1.23379435356614
"라라48b98a","5.47",5.47,"5.47",5.47,83.63,5.47,26,90.34,21.63,0,20,0,10,22.86,0,0,0,0,30,0,0,0,0,0,7,6,0,0,19250.36,13,8,13.79,0.604,10.769,4,0.87,0,0,0,0,0,0,0,20,1,0.05,0,0,1,0.05,0,0,0,0,0,0,5,-0.188328409744182,0,0.0112044817927171,0.0256410256410256,0.0368455074337427,17.1726833220053,1.33834646892281,1.38765852369243
"라마54a00b","4.10",4.1,"4.10",4.1,62.98,4.1,10,60.37,19.82,0,8,0,0,18.86,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4744.22,3,2,18.437,2.603,9.524,2,0.24,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,-0.83712082780651,0,0.000560224089635854,0,0.000560224089635854,19.0245201910032,1.37567131077236,1.37644199498008
"라라60a86a","13.85",13.85,"13.85",13.85,199.53,13.85,213,632.44,46.97,72,320,15,1402,80.92,423,155,84,242,2145,149,246,422,303,282,133,45,12,0,430821.25,133,104,5.147,0.626,0.847,14,53.63,10,6967,696.7,0,0,13168,1316.8,231,36,0.155844156,1,0.004329004,28,0.121212121,6,0.025974026,1,0.004329004,0,0,68,11.6677971121688,0.32258064516129,0.129411764705882,0.348717948717949,0.800710358585121,4.30481051662925,1,1.80071035858512
"라라61b97a","5.10",5.1,"5.10",5.1,164.5,5.1,2,164.5,31.1,0,0,0,0,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4592.1,1,0,16.401,3.172,1.598,2,0.13,0,0,0,0,0,0,0,3,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,0,-0.807003560987677,0,0.00168067226890756,0,0.00168067226890756,22.6279541723002,1.44830060426948,1.45073472293211
"라라53a98b","4.70",4.7,"4.70",4.7,87.58,4.7,9,91.74,20.03,0,0,0,8,32.25,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10282.73,7,6,14.224,2.93,9.2,2,0.33,2,3309,1654.5,0,0,3641,1820.5,7,2,0.285714286,0,0,2,0.285714286,0,0,0,0,0,0,0,0.0750322212810118,0.0645161290322581,0.00392156862745098,0,0.068437697659709,14.846871743887,1.29146839300886,1.37985351642667
"라라56a90b","6.88",6.88,"6.88",6.88,407.53,6.88,76,608.39,14.82,0,10,0,30,23.94,0,0,0,0,41,0,6,6,7,13,0,0,0,0,633588.04,34,21,5.036,1.314,1.363,11,17.61,4,5000,1250,0,0,982,245.5,77,50,0.649350649,0,0,24,0.311688312,26,0.337662338,0,0,0,0,16,3.11150863507811,0.129032258064516,0.0431372549019608,0.0820512820512821,0.254220795017759,7.21810368183375,1.13770616579003,1.42693473175378
"라라59a83a","5.54",5.54,"5.54",5.54,97.63,5.54,29,112.19,30.82,0,22,0,26,37.88,0,0,0,0,48,0,0,0,8,17,9,7,0,0,10154.14,20,10,5.279,4.781,4.164,5,1.3,0,0,0,0,0,0,0,11,1,0.090909091,1,0.090909091,0,0,0,0,0,0,0,0,3,-0.468927463742296,0,0.0061624649859944,0.0153846153846154,0.0215470803706098,11.8502796247213,1.23107034779876,1.25759631952465
"라라62a84b","6.48",6.48,"6.48",6.48,93.42,6.48,3,103.29,20.79,0,0,0,0,27.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3836.22,1,1,6.725,3.488,4.242,1,0.12,1,48,48,0,0,510,510,6,1,0.166666667,1,0.166666667,0,0,0,0,0,0,0,0,0,-0.350927036443916,0.032258064516129,0.00336134453781513,0,0.0356194090539442,7.03514222195408,1.13401847187438,1.17441153969881
"라라56b96a","4.38",4.38,"4.38",4.38,153.78,4.38,4,153.78,22.26,0,0,0,0,22.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8782.77,3,2,14.662,3.226,7.282,2,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83712082780651,0,0.000560224089635854,0,0.000560224089635854,16.807937448221,1.33099480513309,1.33174046048611
"라라55b84b","13.77",13.77,"13.77",13.77,309.89,13.77,19,1756.12,20.51,13,264,13,457,35.8,26,7,17,14,747,69,48,69,152,194,106,49,9,0,373206.45,0,0,3.91,7.02,4.623,4,13.35,14,47048,3360.571429,0,0,5644,403.1428571,187,56,0.299465241,0,0,34,0.181818182,10,0.053475936,4,0.021390374,0,0,40,10.6178207930294,0.451612903225806,0.104761904761905,0.205128205128205,0.761503013115916,8.58106841665647,1.16517750736738,2.05246369004254
"라라59a92b","5.07",5.07,"5.07",5.07,106.61,5.07,43,113.04,29.54,0,36,0,39,30.13,0,0,0,0,79,0,7,0,11,22,15,7,0,0,60031.62,27,18,9.49,4.103,1.909,7,1.94,6,109055,18175.83333,0,0,7333,1222.166667,16,2,0.125,0,0,1,0.0625,1,0.0625,0,0,0,0,3,2.07176944919785,0.193548387096774,0.00896358543417367,0.0153846153846154,0.217896587915563,6.21668125445137,1.11752191827212,1.36102613118447
"라라63b78b","5.75",5.75,"5.75",5.75,82.3,5.75,11,92.6,24.13,0,10,0,18,31.18,0,0,0,0,31,0,0,0,8,0,0,0,0,0,4115.05,8,6,14.095,2.091,3.954,2,0.72,4,6972,1743,0,0,14116,3529,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1.01178755640657,0.129032258064516,0.00280112044817927,0.0102564102564103,0.142089788769106,16.0574271053956,1.31586783562439,1.50283921843632
"라라74b84b","4.78",4.78,"4.78",4.78,65.36,4.78,26,66.17,36.29,0,17,0,11,36.96,0,0,0,0,30,0,0,0,0,0,7,0,0,0,17432.25,20,15,22.478,1.661,1.077,5,0.69,5,5704,1140.8,0,0,6971,1394.2,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1.48568020475014,0.161290322580645,0.00784313725490196,0.00512820512820513,0.174261664963752,9.4905868020335,1.18350937582825,1.3897496901603
"라라58b83b","8.27",8.27,"8.27",8.27,458.35,8.27,12,870.11,16.8,0,0,0,0,15.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40401.02,0,0,5.417,4.238,2.905,3,0.18,2,865,432.5,0,0,693,346.5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21055992196576,0.0645161290322581,0.00896358543417367,0,0.0734797144664317,8.91750482776674,1.17195857758331,1.25807375923062
"라라53b89a","7.63",7.63,"7.63",7.63,55.5,7.63,830,93.29,59.73,32,758,5,1047,113.93,75,25,25,40,1880,146,149,197,313,427,334,167,24,0,331030.33,744,579,1.125,2.224,1.108,9,30.78,12,78013,6501.083333,0,0,8789,732.4166667,267,18,0.06741573,0,0,15,0.056179775,1,0.003745318,2,0.007490637,0,0,69,13.1042448401955,0.387096774193548,0.149579831932773,0.353846153846154,0.890522759972475,6.48689306247612,1.12296819335674,2.12299692826609
"라라44a93b","4.00",4,"4.00",4,91.17,4,2,91.17,26.05,0,0,0,0,26.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3662.94,2,0,11.564,4.71,4.918,2,0.07,0,0,0,0,0,0,0,7,3,0.428571429,1,0.142857143,1,0.142857143,1,0.142857143,0,0,0,0,0,-0.746769027350011,0,0.00392156862745098,0,0.00392156862745098,15.6896256598373,1.30845458502045,1.31358577947151
"라라65a89a","5.96",5.96,"5.96",5.96,78.21,5.96,56,83.37,25.76,0,45,0,31,27.3,0,0,0,0,76,0,0,0,17,18,19,13,0,0,25493.43,40,31,13.548,1.769,2.7,7,1.87,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.526404506989563,0,0.00672268907563025,0.0102564102564103,0.0169790993320405,11.2959790413057,1.21989809933591,1.2406108703395
"라라67a94a","8.97",8.97,"8.97",8.97,682.57,8.97,4,707.32,45.21,0,0,0,0,46.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19552.52,3,1,14.888,4.069,10.187,3,1.13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.807003560987677,0,0.00168067226890756,0,0.00168067226890756,22.7367883423691,1.4504942198377,1.45293202524919
"라라39b85a","6.80",6.8,"6.80",6.8,137.48,6.8,1,137.48,25.19,0,0,0,0,25.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23934.63,1,0,28.921,1.619,1.257,1,0.05,1,924,924,0,0,5707,5707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.441278836900415,0.032258064516129,0,0,0.032258064516129,13.0353010913248,1.25495514001225,1.29543756388361
"라라62a87a","5.28",5.28,"5.28",5.28,179.61,5.28,5,216.05,19.03,0,0,0,8,29.34,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9494.2,2,0,8.341,3.273,2.104,4,0.51,0,0,0,0,0,0,0,9,1,0.111111111,0,0,0,0,1,0.111111111,0,0,0,0,1,-0.644116083874495,0,0.00504201680672269,0.00512820512820513,0.0101702219349278,12.4314719998285,1.24278461585779,1.25542401121838
"라라54a89b","5.01",5.01,"5.01",5.01,83.72,5.01,8,86.26,14.42,0,0,0,0,14.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13570.86,2,2,1.687,2.665,1.718,4,0.28,0,0,0,0,0,0,0,6,3,0.5,0,0,2,0.333333333,1,0.166666667,0,0,0,0,0,-0.761827660759427,0,0.00336134453781513,0,0.00336134453781513,10.8564312590357,1.21103875986967,1.21510947839024
"라라62a79a","6.05",6.05,"6.05",6.05,90.1,6.05,72,100.74,25.96,0,52,0,38,30.05,0,0,0,0,90,6,8,0,10,25,16,18,0,0,31386.04,59,46,11.588,1.606,6.374,5,2.86,1,14890,14890,0,0,1036,1036,34,0,0,0,0,0,0,0,0,0,0,0,0,4,0.360857405646477,0.032258064516129,0.019047619047619,0.0205128205128205,0.0718185040765686,12.0342085362889,1.23477754126204,1.32345741714282
"라라55a88a","7.42",7.42,"7.42",7.42,107.76,7.42,39,187.86,48.55,0,25,1,85,76.33,10,0,0,6,120,15,13,16,28,17,10,8,0,0,75780.95,23,12,3.02,4.495,1.09,9,2.82,2,1836,918,0,0,1511,755.5,50,7,0.14,0,0,5,0.1,1,0.02,0,0,0,0,7,1.2303031944827,0.0645161290322581,0.0280112044817927,0.0358974358974359,0.128424769411487,6.41752190365751,1.12156997757695,1.26560734332612
"라라60a91b","6.10",6.1,"6.10",6.1,113.8,6.1,37,156.56,21.73,0,20,0,35,26.76,0,0,0,0,56,0,8,7,8,17,0,0,0,0,50263.02,12,8,9.813,4.426,1.282,5,2.13,1,9668,9668,0,0,1708,1708,17,2,0.117647059,0,0,2,0.117647059,0,0,0,0,0,0,5,0.17739631434308,0.032258064516129,0.00952380952380952,0.0256410256410256,0.0674228996809642,8.55743949844731,1.16470125287111,1.24322878860173
"라라64a80a","4.98",4.98,"4.98",4.98,69.87,4.98,2,69.87,12.81,0,0,0,0,12.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433.86,0,0,13.193,4.93,4.658,2,0.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83712082780651,0,0.000560224089635854,0,0.000560224089635854,18.1634435775404,1.3583158142079,1.35907677544835
"라라45a95a","7.55",7.55,"7.55",7.55,230.92,7.55,13,259.4,21.59,0,6,0,6,25.15,0,0,0,0,12,0,0,0,0,8,0,0,0,0,9974.18,7,1,12.759,3.843,6.761,5,1.35,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.822062194397093,0,0.00112044817927171,0,0.00112044817927171,13.7902470148914,1.2701715112131,1.2715946725702
"라라57b85b","20.70",20.7,"20.70",20.7,422.54,20.7,16,3265.01,37.43,22,28,3,440,89.56,160,60,35,81,628,46,95,142,87,46,10,0,0,0,216810.61,0,0,3.726,8.183,3.366,5,20.9,2,13750,6875,0,0,783,391.5,89,28,0.314606742,0,0,3,0.033707865,22,0.247191011,3,0.033707865,0,0,14,2.32533963404672,0.0645161290322581,0.049859943977591,0.0717948717948718,0.186170944804721,6.34122051076593,1.12003207892602,1.32854950927127
"라라65a84b","3.93",3.93,"3.93",3.93,200.69,3.93,4,200.69,25.9,0,0,0,0,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5101.65,0,0,10.668,1.257,1.262,2,0.32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83712082780651,0,0.000560224089635854,0,0.000560224089635854,12.3469934099007,1.24108190107685,1.24177718505505
"라라48a93b","6.40",6.4,"6.40",6.4,110.28,6.4,10,132.36,14.38,0,0,0,14,17.22,0,0,0,0,16,0,0,0,0,0,0,0,0,0,9011.96,0,0,8.115,8.175,4.648,3,0.46,0,0,0,0,0,0,0,2,1,0.5,0,0,0,0,1,0.5,0,0,0,0,0,-0.822062194397093,0,0.00112044817927171,0,0.00112044817927171,15.2787106263515,1.30017235514631,1.30162913089437
"라라52a81b","4.55",4.55,"4.55",4.55,110.49,4.55,18,112.31,25.53,0,12,0,18,25.23,0,0,0,0,31,0,0,0,6,14,0,0,0,0,13599.81,14,10,9.004,6.877,3.737,2,0.81,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.822062194397093,0,0.00112044817927171,0,0.00112044817927171,13.6160586686408,1.26666064447063,1.26807987208348
"라라63b82a","6.40",6.4,"6.40",6.4,149.05,6.4,39,156.08,29.47,0,17,0,26,35.76,0,0,0,0,43,0,0,0,6,12,6,6,0,0,13243.19,36,21,10.758,3.861,3.816,6,2.43,2,2923,1461.5,0,0,2003,1001.5,17,1,0.058823529,0,0,1,0.058823529,0,0,0,0,0,0,1,0.298154232031859,0.0645161290322581,0.00952380952380952,0.00512820512820513,0.0791681436842727,11.3157467901977,1.22029652973411,1.31690514073752
"라라71a88b","7.50",7.5,"7.50",7.5,495.28,7.5,4,495.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17005.04,0,0,17.78,1.588,2.799,1,0.79,1,44,44,0,0,448,448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.426220203490998,0.032258064516129,0.000560224089635854,0,0.0328182886057649,11.6342295955614,1.22671573465492,1.26697444567205
"라라56a96b","4.65",4.65,"4.65",4.65,233.23,4.65,14,233.23,14.77,0,0,0,0,14.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229.6,2,0,15.057,5.517,7.678,3,1.31,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.822062194397093,0,0.00112044817927171,0,0.00112044817927171,13.0394323544236,1.25503840800652,1.25644461350569
"라라65b86b","7.63",7.63,"7.63",7.63,403.15,7.63,27,452.11,18.21,0,0,0,0,18.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23276.8,8,3,10.771,1.512,0.98,4,4.85,0,0,0,0,0,0,0,16,1,0.0625,0,0,1,0.0625,0,0,0,0,0,0,2,-0.466169973351897,0,0.00896358543417367,0.0102564102564103,0.0192199956905839,8.21719527865979,1.15784343407162,1.18009717988485
