"gid","건축면적","건축물높이","건축물수","건축물연면적","건폐율","고등학생인구수","고령인구수","공동건축물수","생산가능인구수","용적율","유소년인구수","유아인구수","중학생인구수","초등학생인구수","총인구수","연령20대수","연령30대수","연령40대수","연령50대수","연령60대수","연령70대수","연령80대수","연령90대수","연령100대이상수","공시지가","노후건물수20년","노후건물수30년","응급의료시설접근성","보건기관접근성","주차장접근성","토지이용복합도","토지이용압축도","화재발생수","화재재산피해합계","화재재산피해평균","화재인명피해합계","화재인명피해평균","화재진압시간합계","화재진압시간평균","구조발생수","구조대상자수합계","구조대상자수평균","구조사망합계","구조사망평균","구조안전구조합계","구조안전구조평균","구조경상합계","구조경상평균","구조중상합계","구조중상평균","구조행방불명합계구조","구조행방불명평균"
"라라38b91b",86.25,3.4,2,86.25,30.64,0,0,0,0,30.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6310.21,1,1,22.56,3.231,7.04,2,0.07,1,4959,4959,0,0,3671,3671,1,0,0,0,0,0,0,0,0,0,0,0,0
"라라61b82b",87.14,0,4,87.14,23.99,0,0,0,0,23.99,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2344.36,3,1,9.966,5.86,5.815,2,0.14,1,1650,1650,0,0,2944,2944,2,0,0,0,0,0,0,0,0,0,0,0,0
"라라58b86b",794.1,34.84,98,5577.2,61.22,202,245,63,4285,356.13,1433,637,288,691,5963,468,995,1468,793,283,98,31,9,0,2645793.91,0,0,2.681,2.612,0.62,7,218.48,6,27950,4658.33333333333,0,0,3358,559.666666666667,341,55,0.161290322580645,1,0.00293255131964809,42,0.12316715542522,7,0.0205278592375367,3,0.00879765395894428,0,0
"라라54b87b",175.58,8.79,95,328.52,49.82,0,83,3,207,98.23,14,0,6,11,304,32,33,30,60,78,32,11,0,0,149485.93,62,44,1.828,3.367,0.686,9,12.43,1,1100,1100,0,0,376,376,162,49,0.302469135802469,1,0.00617283950617284,27,0.166666666666667,17,0.104938271604938,0,0,0,0
"라라56b80b",105.62,5.45,65,119.96,32.1,0,49,0,43,37.59,0,0,0,0,94,0,8,6,15,27,17,15,0,0,33452.77,49,19,9.159,0.493,3.108,5,3.12,1,633,633,0,0,466,466,5,0,0,0,0,0,0,0,0,0,0,0,0
"라마54b00a",90.33,5,11,90.23,26.59,0,8,0,8,26.53,0,0,0,0,16,0,0,0,0,8,0,0,0,0,5761.26,9,8,19.215,2.327,10.302,3,0.35,1,5494,5494,0,0,2067,2067,3,0,0,0,0,0,0,0,0,0,0,0,0
"라라51a86a",229.42,11.92,262,937.26,60.79,79,167,9,1349,145.25,255,79,74,148,1771,225,222,314,336,206,66,19,0,0,1897572.18,131,0,2.583,3.289,0.609,10,97.15,16,14043,877.6875,0,0,8205,512.8125,422,80,0.18957345971564,2,0.004739336492891,60,0.14218009478673,9,0.0213270142180095,2,0.004739336492891,0,0
"라마52b02a",126.64,4.19,25,131.63,15.36,0,17,0,6,15.25,0,0,0,0,23,0,0,0,0,8,10,0,0,0,6222.45,15,10,18.545,4.951,7.784,3,1.32,1,57,57,0,0,381,381,3,1,0.333333333333333,0,0,1,0.333333333333333,0,0,0,0,0,0
"라라53a94b",92.52,4.99,47,103.99,30.25,0,42,0,38,36.99,0,0,0,0,83,0,0,7,10,16,16,15,0,0,61628.28,38,23,10.151,4.315,5.474,3,1.96,2,1155,577.5,0,0,1494,747,17,2,0.117647058823529,0,0,1,0.0588235294117647,0,0,0,0,0,0
"라라50a84a",230.77,5.93,13,318.87,16.77,0,0,0,0,23.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20317.18,2,0,5.593,4.909,3.049,7,1.66,1,1,1,0,0,360,360,18,2,0.111111111111111,1,0.0555555555555556,1,0.0555555555555556,0,0,0,0,0,0
"라라44b85a",98.07,5.38,19,126.4,21.8,0,6,0,9,27.95,0,0,0,0,18,0,0,0,0,6,0,0,0,0,12070.62,5,1,15.032,4.846,5.016,4,0.94,1,301,301,0,0,2018,2018,30,3,0.1,0,0,3,0.1,0,0,0,0,0,0
"라라36b88b",61.92,5.62,20,62.7,15.27,0,9,0,12,15.87,0,0,0,0,21,0,0,0,6,7,0,0,0,0,7932.09,16,15,26.997,4.387,3.722,2,0.5,1,850,850,0,0,833,833,9,1,0.111111111111111,0,0,1,0.111111111111111,0,0,0,0,0,0
"라라58b87a",1913.49,27.45,22,13179.18,31.62,0,0,0,64,194.29,0,0,0,0,68,15,22,14,11,0,0,0,0,0,1529962.57,0,0,2.535,2.217,0.319,5,112.04,4,6470,1617.5,0,0,920,230,153,27,0.176470588235294,1,0.0065359477124183,12,0.0784313725490196,10,0.065359477124183,1,0.0065359477124183,1,0.0065359477124183
"라라63b83a",127.02,6.61,13,144.21,24.79,0,6,0,0,30.02,0,0,0,0,10,0,0,0,0,0,0,0,0,0,24253.09,8,6,11.083,1.374,1.328,4,0.75,1,3157,3157,0,0,1810,1810,9,2,0.222222222222222,2,0.222222222222222,0,0,0,0,0,0,0,0
"라라51b86a",100.13,8.48,87,194.83,59.08,6,49,0,185,109.87,25,11,7,13,259,32,25,44,48,42,24,6,0,0,732419.35,59,0,2.097,2.803,0.431,1,6.7,16,66468,4154.25,1,0.0625,9950,621.875,81,13,0.160493827160494,0,0,6,0.0740740740740741,5,0.0617283950617284,0,0,0,0
"라라51b97b",103.68,4,1,99.48,22.06,0,0,0,0,21.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9465.21,1,0,12.968,1.809,9.384,1,0.04,1,3148,3148,0,0,789,789,6,0,0,0,0,0,0,0,0,0,0,0,0
"라라39b88a",33.17,3.45,3,37.3,14.31,0,0,0,0,15.49,0,0,0,0,6,0,0,0,0,0,0,0,0,0,18305.31,0,0,22.547,1.521,5.421,2,0.04,2,5933,2966.5,0,0,1358,679,3,0,0,0,0,0,0,0,0,0,0,0,0
"라라71b84b",62.69,5.9,3,62.69,20.28,0,6,0,0,20.28,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6047.81,2,2,21.152,2.756,4.822,1,0.08,2,1208,604,0,0,2234,1117,4,0,0,0,0,0,0,0,0,0,0,0,0
"라라59b90a",116.94,6.39,32,148.96,26.25,0,34,0,39,30.12,6,0,0,0,79,0,7,0,11,26,0,13,0,0,69963.47,23,11,7.803,3.102,1.577,5,1.91,1,18700,18700,0,0,1393,1393,47,6,0.127659574468085,0,0,1,0.0212765957446809,4,0.0851063829787234,1,0.0212765957446809,0,0
"라라73b86a",164.25,5.98,19,163.67,28.15,0,15,0,12,27.81,0,0,0,0,28,0,0,0,0,0,0,8,0,0,11089.66,17,12,20.648,1.942,2.807,5,1.24,1,4953,4953,0,0,4398,4398,2,0,0,0,0,0,0,0,0,0,0,0,0
"라라67a89b",91.51,0,11,93.93,30.42,0,15,0,7,30.42,0,0,0,0,24,0,0,0,0,0,0,11,0,0,22826.99,9,9,14.529,2.933,3.864,1,0.41,1,258,258,0,0,20,20,17,2,0.117647058823529,0,0,2,0.117647058823529,0,0,0,0,0,0
"라라56a86b",366.47,8.44,206,502.66,53.14,10,156,2,297,80.95,24,6,14,14,477,40,41,55,93,98,66,34,6,0,688163.52,163,135,3.019,5.047,0.641,8,41.14,16,112097,7006.0625,1,0.0625,16605,1037.8125,121,29,0.239669421487603,0,0,17,0.140495867768595,8,0.0661157024793388,3,0.0247933884297521,0,0
"라라51b90b",84.52,5.09,15,94.04,22.91,0,6,0,0,22.66,0,0,0,0,9,0,0,0,0,6,0,0,0,0,38528.98,9,7,3.829,3.019,2.18,4,0.56,1,160,160,0,0,1540,1540,15,5,0.333333333333333,0,0,0,0,4,0.266666666666667,1,0.0666666666666667,0,0
"라라59a86b",601.18,19.18,89,3996.86,46.35,118,161,33,2127,123.5,956,342,192,533,3244,172,429,905,317,154,65,14,0,0,1260546.05,0,0,2.732,2.139,1.06,9,142.29,3,8924,2974.66666666667,0,0,2227,742.333333333333,269,38,0.141263940520446,0,0,32,0.118959107806691,3,0.0111524163568773,1,0.00371747211895911,0,0
"라라53a80b",100.4,0,1,100.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17033.04,1,1,8.551,5.392,2.113,1,0.04,1,14753,14753,0,0,1390,1390,3,0,0,0,0,0,0,0,0,0,0,0,0
"라라55a87b",111.52,9.45,450,264.58,55.26,34,502,12,1227,127.64,171,69,42,86,1900,234,206,231,319,330,213,128,8,0,411778.21,339,274,2.031,3.505,0.482,10,47.48,3,43182,14394,1,0.333333333333333,1921,640.333333333333,210,42,0.2,3,0.0142857142857143,25,0.119047619047619,7,0.0333333333333333,3,0.0142857142857143,0,0
"라라54b80b",1274.36,8.84,55,1583.92,12.17,0,25,1,118,12.74,13,9,0,0,156,13,39,23,28,20,12,0,0,0,334039.64,0,0,7.987,3.801,0.702,3,37.07,4,13547,3386.75,0,0,2414,603.5,114,6,0.0526315789473684,0,0,2,0.0175438596491228,3,0.0263157894736842,1,0.0087719298245614,0,0
"라라68b83b",196.32,5.21,26,196.32,23.91,0,15,0,10,23.91,0,0,0,0,28,0,0,0,0,0,0,0,0,0,20860.12,19,10,15.875,0.855,7.803,7,2.04,1,7286,7286,0,0,3387,3387,3,0,0,0,0,0,0,0,0,0,0,0,0
"라라72b88a",83.11,4.91,31,82.92,17.81,0,20,0,0,18.12,0,0,0,0,25,0,0,0,0,13,7,0,0,0,10601.35,22,19,18.245,1.426,2.026,6,1,3,41074,13691.3333333333,0,0,8748,2916,12,1,0.0833333333333333,0,0,0,0,0,0,0,0,0,0
"라라60b98a",210.94,6.43,6,210.94,19.16,0,0,0,0,19.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15571.95,3,3,15.107,2.073,3.763,3,0.51,2,1663,831.5,0,0,279,139.5,8,0,0,0,0,0,0,0,0,0,0,0,0
"라라48b89b",77.6,5.32,56,90.8,27.99,0,36,0,49,33.6,0,0,0,0,85,9,6,0,19,19,14,12,0,0,30436.55,14,6,7.559,7.619,0.411,5,2.03,1,0,0,0,0,450,450,12,1,0.0833333333333333,0,0,1,0.0833333333333333,0,0,0,0,0,0
"라라52b88b",261.75,11.4,541,437.71,68.51,30,503,4,918,189.69,74,26,28,43,1495,160,142,179,248,274,221,126,18,0,1231442.24,430,355,1.233,0.568,0.409,17,94.02,12,121827,10152.25,0,0,14743,1228.58333333333,473,70,0.147991543340381,5,0.0105708245243129,42,0.0887949260042283,16,0.0338266384778013,2,0.00422832980972516,0,0
"라라53a88a",93.51,9.97,350,247.73,57.09,15,305,3,473,133.39,29,10,15,14,807,89,73,85,134,150,117,91,14,0,917035.43,315,264,0.994,1.369,0.209,11,34.72,3,2913,971,0,0,907,302.333333333333,268,49,0.182835820895522,4,0.0149253731343284,31,0.115671641791045,6,0.0223880597014925,2,0.00746268656716418,0,0
"라라77b82b",93.06,8.2,1,145.1,16.35,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4220.74,0,0,26.126,4.349,1.902,2,0.12,2,19206,9603,0,0,778,389,2,0,0,0,0,0,0,0,0,0,0,0,0
"라라53a86a",91.99,8.64,40,151.54,25.3,0,22,0,51,38.31,0,0,0,0,75,11,0,6,15,16,10,7,0,0,77562.84,24,21,1.834,3.997,1.577,5,2.42,2,1155,577.5,0,0,10519,5259.5,30,2,0.0666666666666667,0,0,1,0.0333333333333333,1,0.0333333333333333,0,0,0,0
"라라55b80b",654,3.38,1,729,19.91,0,0,0,0,22.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24967.97,0,0,8.418,1.317,1.648,1,0.29,2,13285,6642.5,0,0,2689,1344.5,3,1,0.333333333333333,1,0.333333333333333,0,0,0,0,0,0,0,0
"라라53b83b",133.9,6.12,22,153.74,47.76,0,18,0,19,52.61,0,0,0,0,42,0,0,6,0,8,7,6,0,0,32139,19,0,5.124,7.384,2.6,4,1.35,1,16945,16945,0,0,414,414,24,8,0.333333333333333,0,0,4,0.166666666666667,3,0.125,1,0.0416666666666667,0,0
"라라53a87b",88.26,9.09,775,236.39,55.82,56,1028,10,1619,116.52,160,53,61,87,2807,238,236,329,470,527,455,254,38,0,729361.15,686,571,1.223,2.036,0.195,11,72.81,15,62257,4150.46666666667,0,0,7130,475.333333333333,266,23,0.0864661654135338,1,0.0037593984962406,14,0.0526315789473684,3,0.0112781954887218,2,0.0075187969924812,0,0
"라라62a81a",319.2,5.62,36,308.09,35.48,0,26,0,16,42.25,0,0,0,0,42,0,0,0,0,13,12,6,0,0,35357.84,27,16,9.856,3.884,6.768,4,4.44,1,486,486,0,0,402,402,13,0,0,0,0,0,0,0,0,0,0,0,0
"라라56b84b",108.05,5.32,5,108.05,9.42,0,0,0,0,9.42,0,0,0,0,8,0,0,0,0,0,0,0,0,0,58828.16,0,0,2.742,6.648,1.142,1,0.22,7,70766,10109.4285714286,1,0.142857142857143,7166,1023.71428571429,31,1,0.032258064516129,0,0,1,0.032258064516129,0,0,0,0,0,0
"라라60a89b",109.87,6.34,29,121.64,23.08,0,29,0,19,25.23,0,0,0,0,48,0,0,0,6,15,11,9,0,0,44017.86,22,19,7.097,2.396,2.502,4,1.36,2,4571,2285.5,1,0.5,1468,734,9,2,0.222222222222222,0,0,2,0.222222222222222,0,0,0,0,0,0
"라라73b84b",93.15,4.52,45,94.9,34.65,0,23,0,18,39.68,0,0,0,0,41,0,0,0,0,19,8,0,0,0,28448.87,34,24,21.647,0.408,1.387,5,1.74,1,1,1,0,0,204,204,11,3,0.272727272727273,0,0,1,0.0909090909090909,1,0.0909090909090909,1,0.0909090909090909,0,0
"라라55b87a",126.71,11.33,804,330.26,55.89,87,1013,17,2611,143.52,205,61,80,119,3829,520,412,456,670,714,451,226,33,0,1072109.88,665,593,2.08,4.066,0.137,9,105.89,13,30153,2319.46153846154,0,0,10012,770.153846153846,410,109,0.265853658536585,3,0.00731707317073171,73,0.178048780487805,23,0.0560975609756098,3,0.00731707317073171,1,0.0024390243902439
"라라58b91a",212.46,12.4,167,976.89,47.09,112,387,23,1704,103.75,319,96,105,188,2410,284,220,382,477,294,160,83,7,0,669706.01,84,43,7.798,2.411,0.366,11,65.26,7,13863,1980.42857142857,0,0,5809,829.857142857143,182,40,0.21978021978022,2,0.010989010989011,29,0.159340659340659,4,0.021978021978022,1,0.00549450549450549,0,0
"라라55a89b",136.82,11.83,5,410.38,18.62,0,0,0,0,54.47,0,0,0,0,8,0,0,0,0,0,0,0,0,0,33639.88,0,0,3.212,3.282,2.627,2,0.82,3,14528,4842.66666666667,0,0,1047,349,20,9,0.45,2,0.1,4,0.2,2,0.1,0,0,1,0.05
"라라40a85a",81.95,4.79,39,86.1,22.84,0,26,0,31,23.63,0,0,0,0,60,0,0,0,11,12,14,6,0,0,25408.82,31,24,20.432,5.606,6.465,2,1.34,1,4900,4900,0,0,4490,4490,4,0,0,0,0,0,0,0,0,0,0,0,0
"라라54b91b",215.13,6.3,60,354.12,36.63,0,40,0,43,45.23,0,0,0,0,84,0,9,0,14,21,16,13,0,0,180227.51,26,10,6.492,4.486,2.956,8,8.49,4,15412,3853,0,0,5183,1295.75,60,9,0.15,0,0,5,0.0833333333333333,2,0.0333333333333333,1,0.0166666666666667,0,0
"라라69a92b",274.1,7.88,15,282.13,12.01,0,0,0,0,12.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24905.85,1,0,12.377,1.557,4.951,4,1.5,2,16500,8250,0,0,10064,5032,4,0,0,0,0,0,0,0,0,0,0,0,0
"라라57a83b",69.32,5.7,4,81.57,9.73,0,0,0,0,9.73,0,0,0,0,6,0,0,0,0,0,0,0,0,0,54927.47,0,0,5.124,5.045,2.611,3,0.13,2,330,165,0,0,2091,1045.5,16,3,0.1875,0,0,3,0.1875,0,0,0,0,0,0
"라라48a91b",102.44,5.63,32,108.46,19.77,0,20,0,27,22.39,0,0,0,0,47,0,0,0,9,16,0,9,0,0,37345.62,16,12,5.871,5.93,2.403,4,1.39,3,16326,5442,0,0,1871,623.666666666667,18,0,0,0,0,0,0,0,0,0,0,0,0
"라라58a92a",104.09,5.2,32,105.69,29.92,0,27,0,18,31.09,0,0,0,0,45,0,0,0,8,8,9,12,0,0,88268.42,25,16,8.111,2.724,1.606,4,1.35,2,4762,2381,0,0,1868,934,15,1,0.0666666666666667,0,0,0,0,1,0.0666666666666667,0,0,0,0
"라라52b94a",155.77,6.53,3,225.02,10.16,0,0,0,0,13.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38580.7,0,0,9.259,3.979,5.339,2,0.27,2,16265,8132.5,0,0,2137,1068.5,7,0,0,0,0,0,0,0,0,0,0,0,0
"라라53a88b",108.49,13.92,1449,233.67,73.29,10,409,0,554,255.6,38,17,12,16,1001,57,71,103,185,219,187,104,17,0,2351678.62,1401,1348,0.377,0.958,0.075,13,135.44,31,169526,5468.58064516129,3,0.0967741935483871,14047,453.129032258065,651,105,0.161290322580645,3,0.00460829493087558,77,0.118279569892473,14,0.021505376344086,3,0.00460829493087558,0,0
"라라66a86b",280.73,5.29,7,279.68,34.61,0,0,0,0,34.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7506.21,0,0,12.306,1.614,1.264,3,0.78,1,165,165,0,0,1891,1891,6,1,0.166666666666667,0,0,0,0,0,0,0,0,0,0
"라라66a84b",40.35,4.64,10,40.35,8.8,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6868.7,0,0,13.708,3.675,3.629,1,0.01,1,440,440,0,0,1369,1369,2,0,0,0,0,0,0,0,0,0,0,0,0
"라라59b86a",507.8,6.26,28,544.3,17.39,0,8,0,16,22.8,0,0,0,0,24,0,0,0,0,0,0,0,0,0,141832.17,5,5,5.484,1.354,1.424,6,6.1,4,107992,26998,0,0,4879,1219.75,63,18,0.285714285714286,0,0,11,0.174603174603175,6,0.0952380952380952,1,0.0158730158730159,0,0
"라라45b93b",88.94,5,2,88.94,17.87,0,0,0,0,17.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3770.7,0,0,9.19,5.498,5.723,1,0.07,1,3244,3244,0,0,1096,1096,13,7,0.538461538461538,1,0.0769230769230769,3,0.230769230769231,1,0.0769230769230769,2,0.153846153846154,0,0
"라라53a97a",212.81,4.84,11,218.09,22,0,0,0,0,18.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19393.9,6,3,12.968,4.357,7.281,4,0.96,5,32935,6587,0,0,5250,1050,8,1,0.125,0,0,0,0,1,0.125,0,0,0,0
"라라68a88a",553.59,6.56,46,623.66,24.07,0,0,0,7,26.8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,45096.72,26,12,15.385,2.185,4.388,7,11.23,1,5390,5390,0,0,1089,1089,40,8,0.2,0,0,2,0.05,6,0.15,0,0,0,0
"라라69a87a",62.77,4.18,3,62.47,18.25,0,0,0,0,18.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42428.98,1,0,16.862,2.315,4.612,2,0.07,1,165,165,0,0,3495,3495,2,0,0,0,0,0,0,0,0,0,0,0,0
"라라63b80b",101.05,5.04,18,106.33,29.45,0,9,0,7,32.98,0,0,0,0,16,0,0,0,0,0,0,0,0,0,13490.7,11,8,11.71,5.056,4.728,2,0.78,1,1367,1367,0,0,781,781,9,0,0,0,0,0,0,0,0,0,0,0,0
"라마51a03b",91.51,4.6,11,90.47,26.89,0,7,0,0,26.5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3430.08,7,5,22.325,6.144,7.494,3,0.4,1,15278,15278,0,0,2218,2218,5,1,0.2,0,0,1,0.2,0,0,0,0,0,0
"라라65a87a",1103.61,8.46,20,1171.13,32.48,0,0,0,0,34.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51232.57,11,8,12.067,1.606,0.876,5,9.51,1,1755,1755,1,1,88,88,31,1,0.032258064516129,0,0,0,0,0,0,1,0.032258064516129,0,0
"라라48b85a",646.15,8.4,1,886.71,3.18,0,0,0,0,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58376.15,0,0,5.577,4.536,0.371,1,0.35,1,1961,1961,0,0,79,79,25,4,0.16,0,0,3,0.12,1,0.04,0,0,0,0
"라라56b88b",167.13,9.68,539,507.04,56.13,138,821,13,3277,135.28,387,140,120,213,4485,612,516,528,948,784,323,143,20,0,950638.18,380,143,4.182,2.996,0.208,9,108.8,27,114644,4246.07407407407,2,0.0740740740740741,11908,441.037037037037,411,72,0.175182481751825,0,0,56,0.13625304136253,6,0.0145985401459854,1,0.0024330900243309,0,0
"라라62b81b",91.8,4.92,16,93.05,21.76,0,10,0,9,22.37,0,0,0,0,19,0,0,0,0,0,0,0,0,0,9021.79,11,6,11.169,4.808,6.465,3,0.6,1,9953,9953,0,0,2072,2072,7,0,0,0,0,0,0,0,0,0,0,0,0
"라라54a95a",67.31,4,4,67.31,19.02,0,0,0,0,19.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14008.29,3,3,10.777,3.928,5.091,1,0.11,1,3500,3500,0,0,1049,1049,3,0,0,0,0,0,0,0,0,0,0,0,0
"라라56a87a",163.52,10.03,398,309.4,54.35,32,367,4,876,127.41,44,16,15,25,1287,165,159,131,236,273,161,63,11,0,813787.91,313,262,2.604,4.59,0.159,11,49.08,14,575394,41099.5714285714,2,0.142857142857143,15806,1129,1785,205,0.11484593837535,3,0.00168067226890756,161,0.0901960784313725,28,0.0156862745098039,6,0.00336134453781513,0,0
"라라77a86b",94.64,5.95,8,101.22,21.53,0,10,0,0,22.9,0,0,0,0,12,0,0,0,0,0,6,0,0,0,12373.77,5,3,25.454,2.225,5.126,2,0.32,1,2946,2946,0,0,7021,7021,2,0,0,0,0,0,0,0,0,0,0,0,0
"라라59a96a",194.65,6.93,27,195.61,21.48,0,11,0,8,21.84,0,0,0,0,19,0,0,0,0,10,0,0,0,0,19685.91,24,14,12.029,2.029,3.287,5,2.11,1,740,740,0,0,1499,1499,12,7,0.583333333333333,0,0,2,0.166666666666667,5,0.416666666666667,0,0,0,0
"라라60a80a",83.82,5.11,4,92.79,18.36,0,0,0,0,20.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4447.05,0,0,11.707,4.133,6.983,2,0.15,1,1777,1777,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"라라49a85b",325.67,10.32,88,898.58,43.44,0,22,0,135,100.01,34,11,11,19,191,18,33,43,25,15,6,0,0,0,645322.63,15,9,4.086,5.499,1.334,11,31.23,1,2200,2200,0,0,69,69,122,3,0.0245901639344262,0,0,3,0.0245901639344262,0,0,0,0,0,0
"라라56a92b",114.9,6.71,9,128.81,16.17,0,0,0,0,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82097.47,2,2,8.241,3.382,2.558,4,0.46,3,17508,5836,1,0.333333333333333,4026,1342,2,0,0,0,0,0,0,0,0,0,0,0,0
"라라48a91a",211.22,6.1,22,226.65,19.56,0,9,0,15,21.75,0,0,0,0,26,0,0,0,0,9,0,0,0,0,23041.77,5,2,5.781,5.979,1.745,6,1.99,1,1001,1001,0,0,368,368,7,0,0,0,0,0,0,0,0,0,0,0,0
"라라54b87a",174.11,11.2,272,494.03,59.08,20,346,7,759,155.24,63,22,24,32,1168,158,166,118,183,216,149,72,8,0,1064350.21,211,186,1.021,3.281,0.248,11,53.71,5,955,191,0,0,1784,356.8,297,84,0.282828282828283,6,0.0202020202020202,55,0.185185185185185,18,0.0606060606060606,1,0.00336700336700337,0,0
"라라66a87a",98.48,5.86,17,104.57,24.69,0,9,0,9,28.33,0,0,0,0,20,0,0,0,0,8,0,0,0,0,11627.4,11,8,12.051,1.359,1.009,5,0.71,3,31161,10387,0,0,4564,1521.33333333333,10,0,0,0,0,0,0,0,0,0,0,0,0
"라라53a87a",81.48,7.41,616,141.7,58.11,35,591,7,1009,100.44,102,33,25,57,1702,145,149,210,290,338,262,144,14,0,482007.13,544,432,1.608,2.355,0.659,10,34.78,4,3944,986,0,0,6476,1619,259,19,0.0733590733590734,0,0,14,0.0540540540540541,1,0.00386100386100386,0,0,1,0.00386100386100386
"라라46b81a",77.28,4.45,21,77.18,35.3,0,15,0,12,35.3,0,0,0,0,27,0,0,0,9,0,6,6,0,0,9647.97,20,15,11.155,1.297,5.435,3,0.65,1,1782,1782,0,0,4327,4327,7,3,0.428571428571429,0,0,3,0.428571428571429,0,0,0,0,0,0
"라라54b81b",336.43,15.2,93,2052.51,28.19,30,152,22,1520,45.33,393,251,34,129,2065,192,546,360,260,193,47,21,0,0,653125.32,0,0,6.5,3.446,0.43,10,76.31,5,31206,6241.2,0,0,3117,623.4,190,59,0.310526315789474,0,0,48,0.252631578947368,10,0.0526315789473684,0,0,0,0
"라라69b92b",231.22,6.68,8,342.76,8.57,0,0,0,0,11.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21814.99,4,3,17.661,13.495,13.623,3,1.1,1,2064,2064,0,0,2888,2888,13,1,0.0769230769230769,0,0,0,0,1,0.0769230769230769,0,0,0,0
"라라62b86a",187.3,6.73,35,209.91,29.56,0,15,0,18,34.86,0,0,0,0,36,0,0,0,6,12,7,0,0,0,64198.16,10,5,8.084,3.213,0.685,6,2.94,3,42663,14221,0,0,9051,3017,27,1,0.037037037037037,0,0,0,0,1,0.037037037037037,0,0,0,0
"라라62b75a",74.04,3.99,62,80.26,22.6,0,41,0,23,25.79,0,0,0,0,67,0,0,7,0,18,19,0,0,0,12584.65,49,35,16.434,3.717,7.103,6,1.99,1,8885,8885,0,0,4188,4188,5,0,0,0,0,0,0,0,0,0,0,0,0
"라라63a93a",106.51,7.93,11,107.21,39.86,0,9,0,0,55.58,0,0,0,0,14,0,0,0,0,0,0,0,0,0,18182.07,9,6,18.055,3.498,3.56,4,0.47,1,280,280,0,0,378,378,1,0,0,0,0,0,0,0,0,0,0,0,0
"라라57b86b",195.17,12.89,40,981.02,40.65,24,52,7,596,66.73,195,82,40,100,843,58,137,197,109,70,18,7,0,0,554123.99,0,0,1.186,4.262,0.862,6,15.67,2,9127,4563.5,0,0,635,317.5,84,7,0.0833333333333333,0,0,4,0.0476190476190476,1,0.0119047619047619,0,0,0,0
"라라74a88a",68.93,4.38,17,67.93,29.47,0,9,0,6,28.22,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8366.96,14,12,19.982,1.75,3.763,3,0.46,2,7094,3547,0,0,1905,952.5,6,0,0,0,0,0,0,0,0,0,0,0,0
"라라53b79b",72.06,4.35,2,72.06,11.95,0,0,0,0,11.95,0,0,0,0,7,0,0,0,0,0,0,0,0,0,118449.09,48,4,8.283,4.243,0.702,6,4.54,1,0,0,0,0,1122,1122,4,0,0,0,0,0,0,0,0,0,0,0,0
"라라53b82a",102.53,5.35,30,109.66,31.37,0,23,0,22,39.37,0,0,0,0,46,0,0,0,0,13,8,0,0,0,23944.48,21,18,7.378,5.521,2.286,4,1.32,1,99,99,0,0,3193,3193,11,1,0.0909090909090909,1,0.0909090909090909,0,0,0,0,0,0,0,0
"라라69a85a",336.55,7.35,11,585.23,24.45,0,0,0,6,24.45,0,0,0,0,9,0,0,0,0,0,0,0,0,0,24929.44,4,4,19.103,1.605,6.869,4,2.54,1,9838,9838,0,0,1365,1365,40,1,0.025,1,0.025,0,0,0,0,0,0,0,0
"라라69b88b",84.97,5.21,62,86.68,28.52,0,50,0,27,33.25,0,0,0,0,78,0,0,0,13,18,15,17,6,0,19982.26,50,43,16.742,0.934,3.136,6,2.15,1,903,903,0,0,984,984,16,1,0.0625,0,0,1,0.0625,0,0,0,0,0,0
"라라54a84b",1967.12,0,3,5425.92,0.22,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374966.16,1,1,4.424,7.022,1.9,1,7.14,3,1497,499,0,0,640,213.333333333333,62,2,0.032258064516129,0,0,1,0.0161290322580645,1,0.0161290322580645,0,0,0,0
