"gid","건축면적","건축물높이","건축물수","건축물연면적","건폐율","고등학생인구수","고령인구수","공동건축물수","생산가능인구수","용적율","유소년인구수","유아인구수","중학생인구수","초등학생인구수","총인구수","연령20대수","연령30대수","연령40대수","연령50대수","연령60대수","연령70대수","연령80대수","연령90대수","연령100대이상수","공시지가","노후건물수20년","노후건물수30년","응급의료시설접근성","보건기관접근성","주차장접근성","토지이용복합도","토지이용압축도","화재발생수","화재재산피해합계","화재재산피해평균","화재인명피해합계","화재인명피해평균","화재진압시간합계","화재진압시간평균","구조발생수","구조대상자수합계","구조대상자수평균","구조사망합계","구조사망평균","구조안전구조합계","구조안전구조평균","구조경상합계","구조경상평균","구조중상합계","구조중상평균","구조행방불명합계구조","구조행방불명평균"
"라라58b91b",406.93,26.65,69,3994.29,42.09,258,555,43,3671,109.02,977,317,284,563,5203,514,512,1057,888,488,227,84,11,0,651436.56,4,2,8.137,2.75,0.737,7,110.24,5,26226,5245.2,0,0,2103,420.6,184,43,0.233695652173913,1,0.00543478260869565,34,0.184782608695652,3,0.016304347826087,2,0.0108695652173913,0,0
"라라70b86a",147.91,8.61,79,197.79,42.17,0,57,0,59,69.66,0,0,0,0,119,7,6,12,21,27,25,15,0,0,119547.31,64,53,18.165,1.931,4.764,10,6.15,3,40,13.3333333333333,0,0,3234,1078,48,2,0.0416666666666667,0,0,1,0.0208333333333333,0,0,0,0,0,0
"라라51a85b",147.61,12.34,28,625.89,56.05,13,40,1,179,104.82,31,8,0,22,250,17,31,43,47,40,20,0,0,0,77006.08,0,0,3.462,4.167,1.554,4,7.01,6,8280,1380,0,0,1236,206,56,12,0.214285714285714,0,0,7,0.125,4,0.0714285714285714,0,0,0,0
"라라56a87b",106.54,10.13,578,240.7,57.79,30,436,10,1218,139.74,102,31,36,59,1756,223,201,188,364,334,192,88,10,0,809070.53,488,411,2.872,4.176,0.354,11,55.16,24,36741,1530.875,0,0,6343,264.291666666667,294,72,0.244897959183673,1,0.00340136054421769,44,0.149659863945578,17,0.0578231292517007,1,0.00340136054421769,0,0
"라라66b88b",200.23,6.08,5,218.49,27.05,0,0,0,7,26.93,0,0,0,0,7,0,0,0,0,0,0,0,0,0,34811.19,3,0,13.16,1.509,2.434,4,0.44,2,27167,13583.5,0,0,4553,2276.5,16,3,0.1875,0,0,0,0,3,0.1875,0,0,0,0
"라라56a86a",215.87,7.81,228,373.1,45.73,6,71,6,197,79.25,10,0,0,9,278,26,43,35,55,57,31,14,0,0,856628.61,154,57,2.581,5.52,0.741,12,33.64,13,92069,7082.23076923077,1,0.0769230769230769,6643,511,192,77,0.401041666666667,0,0,42,0.21875,30,0.15625,4,0.0208333333333333,1,0.00520833333333333
"라라54a88b",65.45,9.37,116,324.4,60.33,0,91,14,100,93.03,6,0,6,0,197,15,14,15,35,42,40,23,0,0,64830.1,92,69,1.017,1.995,0.802,6,15.03,8,41792,5224,1,0.125,5228,653.5,96,24,0.25,1,0.0104166666666667,16,0.166666666666667,6,0.0625,0,0,1,0.0104166666666667
"라라72a86a",74.08,5.15,55,76.17,33.82,0,40,0,24,34.27,0,0,0,0,64,0,0,6,9,19,22,6,0,0,14591.89,50,38,20.719,2.311,3.611,7,1.7,3,3929,1309.66666666667,0,0,2002,667.333333333333,7,0,0,0,0,0,0,0,0,0,0,0,0
"라라52b87a",94.46,7.99,169,208.3,53.72,7,206,2,270,90.91,19,8,9,9,495,38,35,56,81,112,88,44,7,0,167776.69,152,121,1.893,2.25,0.856,10,14.08,2,331,165.5,0,0,904,452,134,6,0.0447761194029851,2,0.0149253731343284,2,0.0149253731343284,2,0.0149253731343284,0,0,0,0
"라라54a93b",111.93,5.6,3,111.93,18.77,0,0,0,0,18.77,0,0,0,0,6,0,0,0,0,0,0,0,0,0,46290.18,1,1,8.676,7.865,7.264,2,0.13,3,1807,602.333333333333,0,0,692,230.666666666667,17,3,0.176470588235294,0,0,2,0.117647058823529,1,0.0588235294117647,0,0,0,0
"라라51a89a",43.82,0,8,43.82,0,0,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,25240.16,6,6,1.909,1.969,0.855,1,0.14,3,4413,1471,0,0,2420,806.666666666667,10,1,0.1,0,0,0,0,1,0.1,0,0,0,0
"라라69a87b",119.66,5.36,96,124.14,28.66,0,71,0,53,29.27,7,0,0,6,131,0,0,11,15,35,27,20,0,0,53516.31,64,41,16.074,1.747,3.949,7,4.7,3,10320,3440,0,0,19880,6626.66666666667,31,4,0.129032258064516,1,0.032258064516129,2,0.0645161290322581,0,0,1,0.032258064516129,0,0
"라라62b94b",925.92,5.5,4,1088.8,13.05,0,0,0,0,14.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25297.89,3,0,16.172,2.944,1.677,3,1.74,1,826,826,0,0,682,682,17,0,0,0,0,0,0,0,0,0,0,0,0
"라라53b88b",88.42,10.34,800,219.58,64.65,35,869,5,1096,162.16,69,24,22,38,2034,154,142,210,348,419,418,199,25,0,891034.97,722,612,0.352,1.33,0.145,17,70.03,29,398563,13743.5517241379,1,0.0344827586206897,31340,1080.68965517241,458,92,0.200873362445415,10,0.0218340611353712,53,0.115720524017467,16,0.0349344978165939,4,0.00873362445414847,0,0
"라라55b86b",218.81,8.7,369,293.94,51.73,26,269,1,596,97.42,54,27,21,22,919,100,115,117,136,173,122,52,8,0,683923.49,296,268,2.69,4.682,0.941,10,42.88,13,17203,1323.30769230769,0,0,6151,473.153846153846,124,28,0.225806451612903,1,0.00806451612903226,14,0.112903225806452,7,0.0564516129032258,1,0.00806451612903226,0,0
"라라55b90a",320.9,20.77,111,2979.72,56.06,307,413,28,3839,177.05,650,158,278,389,4902,740,396,816,1111,446,177,73,10,0,1067119.77,0,0,4.595,1.896,1.945,6,131.11,3,17802,5934,0,0,2780,926.666666666667,212,50,0.235849056603774,1,0.00471698113207547,40,0.188679245283019,3,0.0141509433962264,3,0.0141509433962264,0,0
"라라55a84a",233.48,14.03,115,1025.8,60.59,34,117,3,903,175.68,48,22,18,21,1068,466,97,73,151,115,48,21,0,0,741324.64,0,0,3.366,5.964,0.841,7,47.19,5,7343,1468.6,0,0,1847,369.4,309,121,0.391585760517799,1,0.00323624595469256,89,0.288025889967638,20,0.0647249190938511,4,0.0129449838187702,1,0.00323624595469256
"라라64b89a",102.98,5.54,15,106.51,29.04,0,11,0,0,30.4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,20368.29,9,8,13.957,2.178,3.109,3,0.64,1,430,430,0,0,855,855,2,0,0,0,0,0,0,0,0,0,0,0,0
"라마56b04a",78.54,3.5,3,78.54,14.27,0,0,0,0,14.27,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3058.1,1,1,22.812,4.735,14.133,1,0.09,1,440,440,0,0,627,627,3,0,0,0,0,0,0,0,0,0,0,0,0
"라라40b86a",84.72,4.92,16,85.77,20.9,0,11,0,25,21.33,0,0,0,0,39,0,0,0,8,10,0,0,0,0,13158.4,11,10,20.241,4.019,6.274,2,0.55,1,1101,1101,0,0,1364,1364,7,0,0,0,0,0,0,0,0,0,0,0,0
"라라56a84b",691.76,33.54,43,4129.63,29.68,37,95,14,1439,98.14,272,168,37,93,1806,307,422,274,291,122,37,15,0,0,412360.62,7,2,2.256,5.933,0.427,6,71.03,3,4975,1658.33333333333,0,0,2240,746.666666666667,173,12,0.069364161849711,0,0,8,0.046242774566474,3,0.0173410404624277,1,0.00578034682080925,0,0
"라라67b89b",114.88,5.25,25,116.54,28.64,0,17,0,11,37.12,0,0,0,0,28,0,0,0,0,7,9,0,0,0,15947.41,19,15,14.888,3.293,4.223,5,1.06,3,7845,2615,0,0,2544,848,36,14,0.388888888888889,0,0,2,0.0555555555555556,11,0.305555555555556,1,0.0277777777777778,0,0
"라라54a79b",111.06,5.89,53,152.75,35.02,0,47,1,81,42.7,8,0,0,0,136,6,7,18,25,28,22,13,0,0,105895.75,34,6,8.373,3.809,1.16,6,3.24,1,9695,9695,0,0,427,427,36,1,0.0277777777777778,0,0,1,0.0277777777777778,0,0,0,0,0,0
"라라41b93a",117.12,5.24,151,146.61,37.56,0,138,0,152,46.63,17,0,0,13,307,21,16,25,45,70,57,41,9,0,38631.64,130,1,15.834,0.326,0.105,6,8.86,2,5018,2509,0,0,1755,877.5,36,2,0.0555555555555556,0,0,1,0.0277777777777778,0,0,0,0,0,0
"라라62a78b",119.81,5.7,46,140.63,24.61,0,30,0,23,30.8,8,6,0,0,61,0,0,0,10,11,10,8,0,0,21405.71,36,23,11.948,1.184,6.109,6,2.59,1,0,0,0,0,2459,2459,32,0,0,0,0,0,0,0,0,0,0,0,0
"라라60b95a",66.17,3.9,29,66.4,13.65,0,15,0,13,15.19,0,0,0,0,30,0,0,0,0,13,0,6,0,0,13748.93,20,17,13.026,2.914,2.165,2,0.77,1,2610,2610,0,0,529,529,1,0,0,0,0,0,0,0,0,0,0,0,0
"라라68b87b",413,4.5,4,413,38.38,0,0,0,0,38.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36969.4,0,0,16.242,2.121,4.324,1,0.66,2,6775,3387.5,0,0,4065,2032.5,3,0,0,0,0,0,0,0,0,0,0,0,0
"라라48b84b",164.4,6.4,3,198.25,13.84,0,0,0,0,13.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13329.59,1,1,7.382,3.5,1.145,2,0.24,1,1980,1980,0,0,0,0,18,6,0.333333333333333,0,0,0,0,6,0.333333333333333,0,0,0,0
"라라72a84b",198.18,5.82,15,192.71,21.16,0,0,0,0,20.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24297.87,7,1,21.116,2.908,4.305,8,1.16,1,466,466,0,0,1315,1315,2,0,0,0,0,0,0,0,0,0,0,0,0
"라라71a83b",66,4.13,40,67.1,29.39,0,22,0,8,29.39,0,0,0,0,31,0,0,0,0,9,0,11,0,0,8312.85,34,26,23.698,3.709,5.928,5,1.07,2,8235,4117.5,0,0,1840,920,3,1,0.333333333333333,0,0,1,0.333333333333333,0,0,0,0,0,0
"라라68a89b",106.67,4.75,10,106.37,25.61,0,9,0,0,25.01,0,0,0,0,11,0,0,0,0,6,0,0,0,0,9584.2,9,7,15.448,3.853,4.783,3,0.43,7,39288,5612.57142857143,0,0,5250,750,24,8,0.333333333333333,0,0,0,0,7,0.291666666666667,1,0.0416666666666667,0,0
"라라57b92a",110.75,4.44,41,95.92,33,0,35,0,21,29.27,0,0,0,0,57,0,0,0,0,20,13,0,0,0,77793.14,32,25,8.01,2.623,2.147,3,1.53,2,3871,1935.5,0,0,868,434,13,3,0.230769230769231,0,0,2,0.153846153846154,0,0,0,0,0,0
"라라71b89b",88.82,3.5,12,83.97,20.37,0,11,0,0,20.49,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10116.2,11,9,16.919,2.768,0.822,4,0.4,4,168474,42118.5,0,0,10343,2585.75,6,0,0,0,0,0,0,0,0,0,0,0,0
"라라48b90b",198,5.84,1,198,35.55,0,0,0,0,35.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800.53,1,0,4.97,5.03,3.227,1,0.08,1,110,110,0,0,429,429,6,0,0,0,0,0,0,0,0,0,0,0,0
"라라74a86a",584.97,6.67,7,584.97,25.98,0,0,0,0,25.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20856.62,0,0,21.193,2.084,3.168,2,1.64,3,587,195.666666666667,0,0,1360,453.333333333333,2,0,0,0,0,0,0,0,0,0,0,0,0
"라라66a93b",113,5.4,6,112.45,24.12,0,6,0,0,23.92,0,0,0,0,7,0,0,0,0,0,0,0,0,0,16058.31,2,1,20.266,3.36,9.208,2,0.27,2,1760,880,0,0,3524,1762,4,0,0,0,0,0,0,0,0,0,0,0,0
"라라73b84a",246.92,4.81,3,245.32,22.16,0,0,0,6,21.71,0,0,0,0,7,0,0,0,0,0,0,0,0,0,13258.62,0,0,22.128,0.651,1.775,2,0.29,1,15931,15931,0,0,1359,1359,4,0,0,0,0,0,0,0,0,0,0,0,0
"라라50b88b",215.82,17.5,135,2011.61,54.05,184,767,45,3144,101.31,475,127,192,284,4386,518,371,663,885,701,316,119,24,0,543024.03,95,81,2.019,2.321,0.949,5,108.77,3,1133,377.666666666667,2,0.666666666666667,1481,493.666666666667,408,25,0.0612745098039216,0,0,20,0.0490196078431373,3,0.00735294117647059,1,0.00245098039215686,0,0
"라라54b82b",165.77,5.94,8,164.61,37.14,0,10,0,0,35.74,0,0,0,0,13,0,0,0,0,0,0,0,0,0,59095.72,5,4,6.387,11.428,7.429,4,0.53,4,19827,4956.75,0,0,3380,845,40,17,0.425,0,0,4,0.1,10,0.25,3,0.075,0,0
"라라61a91a",60.9,0,1,60.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8346.99,1,1,10.822,5.435,1.981,1,0.02,1,1896,1896,0,0,8602,8602,5,2,0.4,0,0,0,0,2,0.4,0,0,0,0
"라라58a92b",96.1,4.9,71,95.95,37.85,0,62,0,68,37,0,0,0,0,131,15,6,0,23,31,20,25,0,0,81488.93,59,39,8.708,3.321,2.057,4,2.73,3,27256,9085.33333333333,0,0,4358,1452.66666666667,6,1,0.166666666666667,0,0,0,0,1,0.166666666666667,0,0,0,0
"라라57a89a",199.91,5.31,16,309.51,19.64,0,0,0,0,19.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227696.98,11,7,5.328,2.332,1.032,3,1.98,5,13365,2673,0,0,4720,944,37,4,0.108108108108108,1,0.027027027027027,2,0.0540540540540541,1,0.027027027027027,0,0,0,0
"라라57b91a",119.83,6.25,113,141.47,30.77,0,75,0,104,37.61,8,0,0,7,187,14,10,17,27,53,32,15,6,0,192269.4,65,25,6.882,1.495,1.095,6,6.34,4,21978,5494.5,0,0,1975,493.75,51,12,0.235294117647059,0,0,4,0.0784313725490196,8,0.156862745098039,0,0,0,0
"라라47b96a",73.44,5.5,4,76.92,16.74,0,0,0,6,16.36,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4413.04,0,0,12.685,6.565,17.034,1,0.12,1,3025,3025,0,0,12880,12880,7,2,0.285714285714286,0,0,2,0.285714285714286,0,0,0,0,0,0
"라라60b99b",78.79,0,3,78.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13750.15,3,3,17.061,4.026,5.503,2,0.09,1,385,385,0,0,118,118,2,0,0,0,0,0,0,0,0,0,0,0,0
"라라53a83b",135.26,7.06,7,150.16,19.36,0,0,0,16,23.33,0,0,0,0,17,0,0,0,7,0,0,0,0,0,19896.56,0,0,5.537,7.797,3.012,4,0.42,1,550,550,0,0,956,956,12,2,0.166666666666667,0,0,2,0.166666666666667,0,0,0,0,0,0
"라라44b97a",76.94,6.27,6,101.69,14.83,0,0,0,0,18.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6838.42,0,0,13.294,1.895,4.784,2,0.24,1,350,350,0,0,0,0,7,4,0.571428571428571,0,0,0,0,3,0.428571428571429,1,0.142857142857143,0,0
"라라49a88b",121.37,9.7,2,172.54,18.32,0,0,0,0,24.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4142.11,0,0,3.918,4.873,1.155,2,0.14,1,1650,1650,0,0,336,336,2,1,0.5,0,0,1,0.5,0,0,0,0,0,0
"라라56a89b",209.52,9.77,88,521.79,45.04,11,41,1,152,102.28,12,0,9,7,205,22,20,36,38,33,19,0,0,0,547916.3,36,5,3.937,2.35,1.634,9,18.34,11,25325,2302.27272727273,1,0.0909090909090909,3732,339.272727272727,105,23,0.219047619047619,0,0,13,0.123809523809524,8,0.0761904761904762,1,0.00952380952380952,0,0
"라라51a88a",116.01,8.1,254,245.92,52.62,29,344,8,762,106.69,67,22,19,39,1173,116,110,136,215,245,161,71,9,0,370761.57,202,177,1.118,1.697,0.436,8,24.89,5,2252,450.4,0,0,3080,616,190,17,0.0894736842105263,1,0.00526315789473684,11,0.0578947368421053,4,0.0210526315789474,0,0,0,0
"라라47b89b",229.63,7.29,8,265.41,17.78,0,0,0,0,17.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15808.72,0,0,8.261,8.461,1.443,2,0.85,2,2585,1292.5,0,0,1217,608.5,9,2,0.222222222222222,0,0,2,0.222222222222222,0,0,0,0,0,0
"라라69a83b",90.32,4.65,48,92.03,28.36,0,41,0,19,29.22,0,0,0,0,63,0,0,0,6,14,16,13,6,0,21064.11,34,26,16.849,1.32,8.562,5,1.77,2,17880,8940,0,0,3747,1873.5,17,0,0,0,0,0,0,0,0,0,0,0,0
"라라57a82b",157.99,0,3,157.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11628.41,3,2,6.022,3.079,3.513,2,0.19,3,66278,22092.6666666667,1,0.333333333333333,5643,1881,4,0,0,0,0,0,0,0,0,0,0,0,0
"라라62a97b",258.75,5.23,2,281.94,23.3,0,0,0,0,25.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502.92,0,0,16.935,3.706,2.132,2,0.23,1,1089,1089,0,0,2261,2261,1,0,0,0,0,0,0,0,0,0,0,0,0
"라라63b85b",560.47,7.07,14,1144.85,27.59,0,0,0,9,36.89,0,0,0,0,13,0,0,0,0,0,0,0,0,0,25978.9,9,1,8.762,2.444,1.415,5,1.11,1,9838,9838,0,0,1496,1496,11,0,0,0,0,0,0,0,0,0,0,0,0
"라라75b86a",84.83,6.95,6,75.58,1.77,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7223.98,6,5,24.454,0.776,3.502,3,0.18,1,205,205,0,0,502,502,1,0,0,0,0,0,0,0,0,0,0,0,0
"라라61b92b",500,5.7,3,433.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12100.67,0,0,20.405,5.373,6.769,1,0.52,2,77,38.5,0,0,4218,2109,5,0,0,0,0,0,0,0,0,0,0,0,0
"라라55b79b",142.65,5.51,28,153.87,31.94,0,21,0,13,31.37,0,0,0,0,34,0,0,0,0,0,8,7,0,0,46754.82,13,5,10.562,1.68,2.359,4,1.72,1,50,50,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"라라61b83a",194.06,5.8,2,194.06,33.06,0,0,0,0,33.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4942.28,1,0,8.401,5.164,5.802,2,0.16,2,828,414,0,0,1620,810,3,0,0,0,0,0,0,0,0,0,0,0,0
"라라65b88b",150.81,5.42,41,141.09,28.16,0,27,0,8,34.57,0,0,0,0,35,0,0,0,7,0,12,11,0,0,61816.77,34,25,12.653,0.874,1.805,5,2.2,2,14104,7052,0,0,1096,548,43,25,0.581395348837209,0,0,20,0.465116279069767,5,0.116279069767442,0,0,0,0
"라라66a87b",91.16,6.41,3,123.45,38.15,0,0,0,7,56.23,0,0,0,0,7,0,0,0,0,0,0,0,0,0,15715.42,1,0,18.092,4.893,7.096,2,0.15,2,12390,6195,0,0,1809,904.5,6,1,0.166666666666667,0,0,0,0,1,0.166666666666667,0,0,0,0
"라라69b89b",140.69,6.8,2,140.69,33.55,0,0,0,0,33.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2740.39,1,0,15.916,3.185,3.181,2,0.11,1,78992,78992,0,0,15438,15438,2,0,0,0,0,0,0,0,0,0,0,0,0
"라라69a86b",277.6,5.69,31,274.89,26.19,0,15,0,0,25.98,0,0,0,0,21,0,0,0,0,6,0,6,0,0,39962.15,25,10,17.202,1.815,5.423,6,3.41,1,1617,1617,0,0,110,110,15,0,0,0,0,0,0,0,0,0,0,0,0
"라라60b85b",311.56,12.71,80,1112.05,33.47,28,162,12,708,55.18,198,92,39,88,1068,89,155,190,141,154,66,20,6,0,262538.29,45,30,4.796,0.678,1.651,9,33.96,5,16789,3357.8,0,0,1571,314.2,182,12,0.0659340659340659,0,0,11,0.0604395604395604,1,0.00549450549450549,0,0,0,0
"라라74b84a",701.04,8.11,17,809.05,22.14,0,0,1,0,25.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66096.91,5,0,22.832,1.621,0.09,5,5.5,2,49688,24844,0,0,2212,1106,11,0,0,0,0,0,0,0,0,0,0,0,0
"라라50b94a",86.85,4.54,9,85.83,27.41,0,0,0,8,26.3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3006.95,7,5,8.226,5.457,6.577,1,0.31,1,1098,1098,0,0,802,802,2,0,0,0,0,0,0,0,0,0,0,0,0
"라라68b85b",106.26,4.86,63,108.48,27.28,0,42,0,28,28.28,0,0,0,0,72,0,0,0,12,13,20,12,0,0,16584.77,48,32,17.816,2.386,6.478,6,2.73,3,10488,3496,0,0,3023,1007.66666666667,11,0,0,0,0,0,0,0,0,0,0,0,0
"라라55b91a",301.42,14.09,77,1037.37,44.6,8,34,1,273,159.76,50,26,12,22,357,43,58,77,61,30,18,0,0,0,530581.23,11,5,5.424,1.397,0.621,8,31.95,10,15159,1515.9,0,0,4384,438.4,155,37,0.238709677419355,0,0,21,0.135483870967742,15,0.0967741935483871,1,0.00645161290322581,0,0
"라라64a84a",160.58,6.15,19,164.98,22.62,0,12,0,0,28.73,0,0,0,0,15,0,0,0,0,0,0,0,0,0,16062.19,16,11,9.87,0.917,0.872,5,1.29,1,330,330,0,0,514,514,15,1,0.0666666666666667,0,0,0,0,1,0.0666666666666667,0,0,0,0
"라라61a86a",80.4,5.84,244,94.73,43.93,15,210,0,271,55.8,11,6,9,0,492,42,33,32,92,121,75,50,12,0,134912.33,208,144,5.998,1.172,2.076,7,9.15,2,3172,1586,0,0,2267,1133.5,65,3,0.0461538461538462,0,0,2,0.0307692307692308,1,0.0153846153846154,0,0,0,0
"라라54b92a",159.8,6.9,17,237.26,17.24,0,7,0,23,21.27,0,0,0,0,31,0,0,0,10,7,0,0,0,0,110681.94,1,0,5.681,3.718,2.173,5,1.57,1,288,288,0,0,590,590,4,0,0,0,0,0,0,0,0,0,0,0,0
"라라49b95a",97.43,5.03,5,97.43,15.43,0,0,0,0,15.43,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6534.71,1,0,11.174,4.546,7.918,1,0.19,1,110,110,0,0,1183,1183,3,0,0,0,0,0,0,0,0,0,0,0,0
"라라55a92a",98.29,6.01,41,109.66,23.9,0,16,0,24,28.1,0,0,0,0,40,0,0,0,10,13,0,6,0,0,97760.8,19,14,6.688,2.661,0.909,5,1.78,1,38,38,0,0,481,481,19,11,0.578947368421053,0,0,3,0.157894736842105,8,0.421052631578947,0,0,0,0
"라라59b85a",214.63,6.94,7,237.64,30.53,0,0,0,9,40.29,0,0,0,0,12,0,0,0,0,0,0,0,0,0,56173.73,2,0,5.146,1.909,2.662,4,0.67,1,1155,1155,0,0,382,382,14,3,0.214285714285714,0,0,1,0.0714285714285714,2,0.142857142857143,0,0,0,0
"라라71a86a",133.48,8.48,166,229.05,43.53,7,118,8,229,71.54,12,0,8,8,359,29,25,34,85,77,44,32,6,0,125752.52,130,108,18.579,0.769,5.21,16,15.17,2,5133,2566.5,0,0,520,260,79,5,0.0632911392405063,0,0,3,0.0379746835443038,0,0,0,0,0,0
"라라55b81b",99.52,4.6,25,103.03,31.57,0,20,0,20,38.73,0,0,0,0,43,0,0,0,8,10,9,0,0,0,23711.18,25,14,7.792,1.698,1.279,5,1.03,2,19921,9960.5,0,0,5108,2554,4,1,0.25,0,0,1,0.25,0,0,0,0,0,0
"라라68b93a",393.53,6.84,27,389.34,35.54,0,18,0,20,36.21,0,0,0,0,41,0,0,0,0,13,6,0,0,0,31143.42,21,14,12.833,2.013,5.407,5,4.2,1,1753,1753,0,0,411,411,6,0,0,0,0,0,0,0,0,0,0,0,0
"라라54a89a",68.9,7.55,254,159.38,59.51,27,377,7,528,106.94,51,20,17,23,956,73,74,106,140,231,166,68,11,0,66623.38,220,170,1.114,2.214,0.898,7,16.13,7,38123,5446.14285714286,0,0,2970,424.285714285714,179,34,0.189944134078212,2,0.0111731843575419,18,0.100558659217877,7,0.0391061452513966,1,0.00558659217877095,0,0
"라라51b98a",72.16,10.14,16,75.57,23.04,0,0,0,7,27.14,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5768.93,13,3,13.554,2.399,10.108,3,0.48,1,1961,1961,0,0,3850,3850,4,1,0.25,0,0,1,0.25,0,0,0,0,0,0
"라라60b86b",106.95,6.09,51,120.2,36.63,0,35,0,47,48.63,0,0,0,0,87,7,0,8,17,24,10,8,0,0,55123.34,44,32,5.81,0.742,1.078,5,2.42,4,35364,8841,0,0,5294,1323.5,65,41,0.630769230769231,0,0,14,0.215384615384615,26,0.4,1,0.0153846153846154,0,0
"라라68b89a",88.99,4.8,22,88.04,26.15,0,13,0,11,25.75,0,0,0,0,24,0,0,0,0,0,6,6,0,0,13361.25,17,11,16.269,2.664,4.866,3,0.82,2,110,55,0,0,5284,2642,4,0,0,0,0,0,0,0,0,0,0,0,0
"라라50b86b",288.7,17.66,63,2062.7,56.92,84,315,12,1533,162.38,243,100,79,113,2091,256,296,327,377,265,123,62,9,0,200794.52,39,5,2.054,2.989,0.701,9,51.68,2,13802,6901,0,0,1546,773,293,37,0.126279863481229,0,0,29,0.0989761092150171,3,0.0102389078498294,2,0.0068259385665529,0,0
"라마60a01b",119.89,5.26,15,177.6,35.33,0,15,0,0,36.55,0,0,0,0,18,0,0,0,0,6,6,0,0,0,13726.88,11,9,18.907,6.298,7.776,2,1.07,1,110,110,0,0,3300,3300,9,0,0,0,0,0,0,0,0,0,0,0,0
"라라56a85b",161.73,11.38,147,534.43,53.13,18,127,8,813,159,53,17,18,28,993,214,218,125,154,129,50,18,0,0,677809.9,61,2,1.867,5.713,0.717,9,31.2,10,46478,4647.8,1,0.1,6038,603.8,164,40,0.24390243902439,0,0,21,0.128048780487805,17,0.103658536585366,0,0,0,0
"라라38b89b",77.4,5.72,24,75.83,22.84,0,18,0,7,23.61,0,0,0,0,25,0,0,0,0,0,8,7,0,0,5651.25,15,13,24.515,0.933,5.429,2,0.73,1,806,806,0,0,626,626,9,2,0.222222222222222,0,0,0,0,2,0.222222222222222,0,0,0,0
"라라53b87a",282.74,14.51,192,1376.44,55.36,54,541,10,1428,179.04,174,77,48,78,2143,294,237,234,385,345,237,135,19,0,1074202.71,149,130,0.164,2.443,0.188,16,103.81,11,27640,2512.72727272727,1,0.0909090909090909,11752,1068.36363636364,380,86,0.226315789473684,2,0.00526315789473684,68,0.178947368421053,9,0.0236842105263158,6,0.0157894736842105,0,0
"라라56a79b",90.49,4.5,6,104.47,31.35,0,0,0,6,31.02,0,0,0,0,11,0,0,0,0,0,0,0,0,0,40355.9,10,6,12.417,2.77,3.308,3,0.54,1,220,220,0,0,1380,1380,4,0,0,0,0,0,0,0,0,0,0,0,0
"라라65b83a",99.1,5.6,36,99.49,36.21,0,29,0,15,39.9,0,0,0,0,45,0,0,0,6,8,9,13,0,0,13859.27,32,20,11.713,1.68,1.634,5,1.43,1,7049,7049,0,0,705,705,9,0,0,0,0,0,0,0,0,0,0,0,0
"라라70b86b",139.22,6.8,173,186.66,42.29,0,113,1,132,61.03,12,0,0,8,257,10,19,19,47,58,47,35,0,0,139118.49,129,105,17.841,0.768,4.641,9,12.8,3,14589,4863,0,0,3316,1105.33333333333,66,2,0.0303030303030303,0,0,2,0.0303030303030303,0,0,0,0,0,0
"라라36a91b",100.05,4.57,19,103.35,16.33,0,19,0,16,16.08,0,0,0,0,35,0,0,0,0,14,0,8,0,0,4271.13,8,7,29.976,5.64,5.526,1,0.79,2,5178,2589,0,0,4035,2017.5,4,0,0,0,0,0,0,0,0,0,0,0,0
