gid,건축면적,건축물높이,건축물수,건축물연면적,건폐율,고등학생인구수,고령인구수,공동건축물수,생산가능인구수,용적율,유소년인구수,유아인구수,중학생인구수,초등학생인구수,총인구수,연령20대수,연령30대수,연령40대수,연령50대수,연령60대수,연령70대수,연령80대수,연령90대수,연령100대이상수,공시지가,노후건물수20년,노후건물수30년,응급의료시설접근성,보건기관접근성,주차장접근성,토지이용복합도,토지이용압축도,화재발생수,화재재산피해합계,화재재산피해평균,화재인명피해합계,화재인명피해평균,화재진압시간합계,화재진압시간평균,구조발생수,구조대상자수합계,구조대상자수평균,구조사망합계,구조사망평균,구조안전구조합계,구조안전구조평균,구조경상합계,구조경상평균,구조중상합계,구조중상평균,구조행방불명합계구조,구조행방불명평균,구급발생수
라라73b84b,93.15,4.52,45,94.9,34.65,0,23,0,18,39.68,0,0,0,0,41,0,0,0,0,19,8,0,0,0,28448.87,34,24,21.647,0.408,1.387,5,1.74,1,1,1,0,0,204,204,11,3,0.272727273,0,0,1,0.090909091,1,0.090909091,1,0.090909091,0,0,NA
라라55b87a,126.71,11.33,804,330.26,55.89,87,1013,17,2611,143.52,205,61,80,119,3829,520,412,456,670,714,451,226,33,0,1072109.88,665,593,2.08,4.066,0.137,9,105.89,13,30153,2319.461538,0,0,10012,770.1538462,410,109,0.265853659,3,0.007317073,73,0.17804878,23,0.056097561,3,0.007317073,1,0.002439024,130
라라58b91a,212.46,12.4,167,976.89,47.09,112,387,23,1704,103.75,319,96,105,188,2410,284,220,382,477,294,160,83,7,0,669706.01,84,43,7.798,2.411,0.366,11,65.26,7,13863,1980.428571,0,0,5809,829.8571429,182,40,0.21978022,2,0.010989011,29,0.159340659,4,0.021978022,1,0.005494505,0,0,59
라라51a87b,104.8,9.28,347,251.35,56.28,42,456,7,1198,123.38,119,38,46,68,1773,237,206,203,297,325,215,79,17,0,356140.91,277,232,1.641,2.343,1.393,11,34.89,0,0,0,0,0,0,0,306,42,0.137254902,3,0.009803922,23,0.075163399,8,0.026143791,3,0.009803922,0,0,42
라라55a89b,136.82,11.83,5,410.38,18.62,0,0,0,0,54.47,0,0,0,0,8,0,0,0,0,0,0,0,0,0,33639.88,0,0,3.212,3.282,2.627,2,0.82,3,14528,4842.666667,0,0,1047,349,20,9,0.45,2,0.1,4,0.2,2,0.1,0,0,1,0.05,NA
라라40a85a,81.95,4.79,39,86.1,22.84,0,26,0,31,23.63,0,0,0,0,60,0,0,0,11,12,14,6,0,0,25408.82,31,24,20.432,5.606,6.465,2,1.34,1,4900,4900,0,0,4490,4490,4,0,0,0,0,0,0,0,0,0,0,0,0,5
라라54b91b,215.13,6.3,60,354.12,36.63,0,40,0,43,45.23,0,0,0,0,84,0,9,0,14,21,16,13,0,0,180227.51,26,10,6.492,4.486,2.956,8,8.49,4,15412,3853,0,0,5183,1295.75,60,9,0.15,0,0,5,0.083333333,2,0.033333333,1,0.016666667,0,0,5
라라69a92b,274.1,7.88,15,282.13,12.01,0,0,0,0,12.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24905.85,1,0,12.377,1.557,4.951,4,1.5,2,16500,8250,0,0,10064,5032,4,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라57a83b,69.32,5.7,4,81.57,9.73,0,0,0,0,9.73,0,0,0,0,6,0,0,0,0,0,0,0,0,0,54927.47,0,0,5.124,5.045,2.611,3,0.13,2,330,165,0,0,2091,1045.5,16,3,0.1875,0,0,3,0.1875,0,0,0,0,0,0,NA
라라48a91b,102.44,5.63,32,108.46,19.77,0,20,0,27,22.39,0,0,0,0,47,0,0,0,9,16,0,9,0,0,37345.62,16,12,5.871,5.93,2.403,4,1.39,3,16326,5442,0,0,1871,623.6666667,18,0,0,0,0,0,0,0,0,0,0,0,0,1
라라65b85a,61.33,4.62,28,62.72,16.72,0,18,0,12,16.33,0,0,0,0,30,0,0,7,0,6,6,8,0,0,5415.07,21,20,14.217,4.665,4.134,4,0.68,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3
라라58a92a,104.09,5.2,32,105.69,29.92,0,27,0,18,31.09,0,0,0,0,45,0,0,0,8,8,9,12,0,0,88268.42,25,16,8.111,2.724,1.606,4,1.35,2,4762,2381,0,0,1868,934,15,1,0.066666667,0,0,0,0,1,0.066666667,0,0,0,0,NA
라라52b94a,155.77,6.53,3,225.02,10.16,0,0,0,0,13.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38580.7,0,0,9.259,3.979,5.339,2,0.27,2,16265,8132.5,0,0,2137,1068.5,7,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라62a84a,75.06,5.97,30,85.76,32.06,0,20,0,7,40.37,0,0,0,0,27,0,0,0,0,6,11,0,0,0,9241.63,26,18,7.906,4.669,5.422,4,1.03,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3
라라54a99a,82.68,4,10,82.68,21.91,0,0,0,0,21.91,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6079.89,8,2,22.227,1.703,14.2,4,0.33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라53a88b,108.49,13.92,1449,233.67,73.29,10,409,0,554,255.6,38,17,12,16,1001,57,71,103,185,219,187,104,17,0,2351678.62,1401,1348,0.377,0.958,0.075,13,135.44,31,169526,5468.580645,3,0.096774194,14047,453.1290323,651,105,0.161290323,3,0.004608295,77,0.11827957,14,0.021505376,3,0.004608295,0,0,171
라라66a86b,280.73,5.29,7,279.68,34.61,0,0,0,0,34.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7506.21,0,0,12.306,1.614,1.264,3,0.78,1,165,165,0,0,1891,1891,6,1,0.166666667,0,0,0,0,0,0,0,0,0,0,1
라마47b00b,130.58,5.33,5,147.09,15.7,0,0,0,8,17.64,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2243.99,0,0,16.897,2.691,7.536,2,0.29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라74a85b,1248.94,0,4,1291.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35754.44,4,2,21.474,1.637,2.369,2,2.07,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라66a84b,40.35,4.64,10,40.35,8.8,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6868.7,0,0,13.708,3.675,3.629,1,0.01,1,440,440,0,0,1369,1369,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라74a88b,76.24,3.67,13,76.58,25.57,0,14,0,0,26.01,0,0,0,0,21,0,0,0,0,0,0,7,0,0,4859.39,11,5,20.063,1.83,3.844,2,0.37,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
라라54b99a,74.89,4.4,11,81.34,25.89,0,7,0,6,25.85,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3967.03,9,6,20.353,1.722,12.992,2,0.36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라59b86a,507.8,6.26,28,544.3,17.39,0,8,0,16,22.8,0,0,0,0,24,0,0,0,0,0,0,0,0,0,141832.17,5,5,5.484,1.354,1.424,6,6.1,4,107992,26998,0,0,4879,1219.75,63,18,0.285714286,0,0,11,0.174603175,6,0.095238095,1,0.015873016,0,0,8
라라45b93b,88.94,5,2,88.94,17.87,0,0,0,0,17.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3770.7,0,0,9.19,5.498,5.723,1,0.07,1,3244,3244,0,0,1096,1096,13,7,0.538461538,1,0.076923077,3,0.230769231,1,0.076923077,2,0.153846154,0,0,NA
라라53a97a,212.81,4.84,11,218.09,22,0,0,0,0,18.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19393.9,6,3,12.968,4.357,7.281,4,0.96,5,32935,6587,0,0,5250,1050,8,1,0.125,0,0,0,0,1,0.125,0,0,0,0,NA
라라61b95b,132.53,4.92,32,143.22,13.33,0,13,0,12,13.23,0,0,0,0,26,0,0,0,0,11,0,0,0,0,34646.47,15,12,15.368,1.91,0.444,7,1.85,0,0,0,0,0,0,0,11,2,0.181818182,0,0,2,0.181818182,0,0,0,0,0,0,2
라마54a02a,117.62,0,13,117.62,13.88,0,0,0,8,13.88,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5691.05,13,8,18.694,3.058,8.012,3,0.61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
라라68a88a,553.59,6.56,46,623.66,24.07,0,0,0,7,26.8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,45096.72,26,12,15.385,2.185,4.388,7,11.23,1,5390,5390,0,0,1089,1089,40,8,0.2,0,0,2,0.05,6,0.15,0,0,0,0,3
라라69a87a,62.77,4.18,3,62.47,18.25,0,0,0,0,18.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42428.98,1,0,16.862,2.315,4.612,2,0.07,1,165,165,0,0,3495,3495,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라63b80b,101.05,5.04,18,106.33,29.45,0,9,0,7,32.98,0,0,0,0,16,0,0,0,0,0,0,0,0,0,13490.7,11,8,11.71,5.056,4.728,2,0.78,1,1367,1367,0,0,781,781,9,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라66b94b,79.26,4,9,78.95,15.23,0,0,0,0,15.05,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8256.42,9,7,16.032,4.852,11.726,1,0.28,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,NA
라마51a03b,91.51,4.6,11,90.47,26.89,0,7,0,0,26.5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3430.08,7,5,22.325,6.144,7.494,3,0.4,1,15278,15278,0,0,2218,2218,5,1,0.2,0,0,1,0.2,0,0,0,0,0,0,NA
라라65a87a,1103.61,8.46,20,1171.13,32.48,0,0,0,0,34.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51232.57,11,8,12.067,1.606,0.876,5,9.51,1,1755,1755,1,1,88,88,31,1,0.032258065,0,0,0,0,0,0,1,0.032258065,0,0,3
라라48b85a,646.15,8.4,1,886.71,3.18,0,0,0,0,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58376.15,0,0,5.577,4.536,0.371,1,0.35,1,1961,1961,0,0,79,79,25,4,0.16,0,0,3,0.12,1,0.04,0,0,0,0,3
라라70a84b,76.61,4.94,21,75.75,27.39,0,11,0,10,27.1,0,0,0,0,21,0,0,0,0,7,0,0,0,0,4923.94,16,12,20.509,2.287,6.761,5,0.64,0,0,0,0,0,0,0,3,1,0.333333333,0,0,0,0,0,0,1,0.333333333,0,0,2
라라56b88b,167.13,9.68,539,507.04,56.13,138,821,13,3277,135.28,387,140,120,213,4485,612,516,528,948,784,323,143,20,0,950638.18,380,143,4.182,2.996,0.208,9,108.8,27,114644,4246.074074,2,0.074074074,11908,441.037037,411,72,0.175182482,0,0,56,0.136253041,6,0.01459854,1,0.00243309,0,0,102
라라62b81b,91.8,4.92,16,93.05,21.76,0,10,0,9,22.37,0,0,0,0,19,0,0,0,0,0,0,0,0,0,9021.79,11,6,11.169,4.808,6.465,3,0.6,1,9953,9953,0,0,2072,2072,7,0,0,0,0,0,0,0,0,0,0,0,0,5
라라61b79b,225.72,0,2,212.55,13.31,0,0,0,0,13.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3162.05,2,2,10.989,2.359,7.976,1,0.17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라54a95a,67.31,4,4,67.31,19.02,0,0,0,0,19.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14008.29,3,3,10.777,3.928,5.091,1,0.11,1,3500,3500,0,0,1049,1049,3,0,0,0,0,0,0,0,0,0,0,0,0,2
라마50a00b,100.07,0,2,145.67,19.81,0,0,0,0,36.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899.47,2,1,20.004,8.709,13.475,2,0.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라56a87a,163.52,10.03,398,309.4,54.35,32,367,4,876,127.41,44,16,15,25,1287,165,159,131,236,273,161,63,11,0,813787.91,313,262,2.604,4.59,0.159,11,49.08,14,575394,41099.57143,2,0.142857143,15806,1129,1785,205,0.114845938,3,0.001680672,161,0.090196078,28,0.015686275,6,0.003361345,0,0,82
라라53a81a,109.67,4.59,23,109.8,32.06,0,14,0,14,32.37,0,0,0,0,30,0,0,0,0,7,0,6,0,0,14649.9,17,12,7.9,6.043,2.562,3,1.01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2
라라77a86b,94.64,5.95,8,101.22,21.53,0,10,0,0,22.9,0,0,0,0,12,0,0,0,0,0,6,0,0,0,12373.77,5,3,25.454,2.225,5.126,2,0.32,1,2946,2946,0,0,7021,7021,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라62b85a,90.86,6.7,2,90.86,26.08,0,0,0,0,26.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421.06,1,0,7.147,3.91,4.664,2,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라59a96a,194.65,6.93,27,195.61,21.48,0,11,0,8,21.84,0,0,0,0,19,0,0,0,0,10,0,0,0,0,19685.91,24,14,12.029,2.029,3.287,5,2.11,1,740,740,0,0,1499,1499,12,7,0.583333333,0,0,2,0.166666667,5,0.416666667,0,0,0,0,3
라라60a80a,83.82,5.11,4,92.79,18.36,0,0,0,0,20.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4447.05,0,0,11.707,4.133,6.983,2,0.15,1,1777,1777,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라49a85b,325.67,10.32,88,898.58,43.44,0,22,0,135,100.01,34,11,11,19,191,18,33,43,25,15,6,0,0,0,645322.63,15,9,4.086,5.499,1.334,11,31.23,1,2200,2200,0,0,69,69,122,3,0.024590164,0,0,3,0.024590164,0,0,0,0,0,0,10
라라56a92b,114.9,6.71,9,128.81,16.17,0,0,0,0,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82097.47,2,2,8.241,3.382,2.558,4,0.46,3,17508,5836,1,0.333333333,4026,1342,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라66b87a,189.78,6.41,22,296.31,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64833.98,9,0,12.526,1.835,1.484,1,2.61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
라라48a91a,211.22,6.1,22,226.65,19.56,0,9,0,15,21.75,0,0,0,0,26,0,0,0,0,9,0,0,0,0,23041.77,5,2,5.781,5.979,1.745,6,1.99,1,1001,1001,0,0,368,368,7,0,0,0,0,0,0,0,0,0,0,0,0,1
라라45b96b,78.05,4.89,17,81.39,27.3,0,22,0,11,28.66,0,0,0,0,33,0,0,0,0,8,13,0,0,0,5363.87,15,6,13.355,4.455,7.373,3,0.55,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라56b97a,84,4.25,1,84,18.67,0,0,0,0,18.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2602.29,0,0,14.21,4.331,6.831,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라54b87a,174.11,11.2,272,494.03,59.08,20,346,7,759,155.24,63,22,24,32,1168,158,166,118,183,216,149,72,8,0,1064350.21,211,186,1.021,3.281,0.248,11,53.71,5,955,191,0,0,1784,356.8,297,84,0.282828283,6,0.02020202,55,0.185185185,18,0.060606061,1,0.003367003,0,0,44
라라66a87a,98.48,5.86,17,104.57,24.69,0,9,0,9,28.33,0,0,0,0,20,0,0,0,0,8,0,0,0,0,11627.4,11,8,12.051,1.359,1.009,5,0.71,3,31161,10387,0,0,4564,1521.333333,10,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라38a92a,127.63,5.53,4,144.63,13.52,0,0,0,11,16.27,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2278.71,1,1,23.274,4.089,6.789,3,0.23,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라77a87a,30.02,3,1,30.32,18.08,0,0,0,0,18.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931.92,1,0,23.644,2.908,5.904,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라53a87a,81.48,7.41,616,141.7,58.11,35,591,7,1009,100.44,102,33,25,57,1702,145,149,210,290,338,262,144,14,0,482007.13,544,432,1.608,2.355,0.659,10,34.78,4,3944,986,0,0,6476,1619,259,19,0.073359073,0,0,14,0.054054054,1,0.003861004,0,0,1,0.003861004,52
라라58b84a,274.01,6.33,6,274.01,26.89,0,0,0,0,26.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29586.71,2,0,4.222,3.724,3.546,2,0.66,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라61a77a,118.92,4.34,4,118.92,28.73,0,0,0,0,28.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3322.85,3,1,14.656,1.939,6.779,2,0.19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라52a91b,136.27,5.35,2,136.27,38.19,0,0,0,0,38.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7684.48,2,1,5.993,5.183,4.581,2,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라64b95b,218.89,5.6,18,222.16,20.86,0,13,0,8,21.28,0,0,0,0,23,0,0,0,0,9,0,0,0,0,18819.52,9,5,19.126,8.301,14.979,4,1.6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1
라라46b81a,77.28,4.45,21,77.18,35.3,0,15,0,12,35.3,0,0,0,0,27,0,0,0,9,0,6,6,0,0,9647.97,20,15,11.155,1.297,5.435,3,0.65,1,1782,1782,0,0,4327,4327,7,3,0.428571429,0,0,3,0.428571429,0,0,0,0,0,0,2
라라54b81b,336.43,15.2,93,2052.51,28.19,30,152,22,1520,45.33,393,251,34,129,2065,192,546,360,260,193,47,21,0,0,653125.32,0,0,6.5,3.446,0.43,10,76.31,5,31206,6241.2,0,0,3117,623.4,190,59,0.310526316,0,0,48,0.252631579,10,0.052631579,0,0,0,0,5
라라69b92b,231.22,6.68,8,342.76,8.57,0,0,0,0,11.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21814.99,4,3,17.661,13.495,13.623,3,1.1,1,2064,2064,0,0,2888,2888,13,1,0.076923077,0,0,0,0,1,0.076923077,0,0,0,0,3
라라62b86a,187.3,6.73,35,209.91,29.56,0,15,0,18,34.86,0,0,0,0,36,0,0,0,6,12,7,0,0,0,64198.16,10,5,8.084,3.213,0.685,6,2.94,3,42663,14221,0,0,9051,3017,27,1,0.037037037,0,0,0,0,1,0.037037037,0,0,0,0,3
라라49a95a,120.83,7.18,55,128.8,22.12,0,21,0,15,24.61,0,0,0,0,36,0,0,0,0,15,0,0,0,0,25270.53,24,16,10.243,4.125,6.987,6,2.83,0,0,0,0,0,0,0,14,1,0.071428571,0,0,1,0.071428571,0,0,0,0,0,0,1
라라73b82b,78.57,4.13,15,77.97,26.85,0,11,0,13,26.38,0,0,0,0,24,0,0,0,6,7,0,0,0,0,5761.04,12,8,23.573,2.25,3.064,4,0.47,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1
라라62b75a,74.04,3.99,62,80.26,22.6,0,41,0,23,25.79,0,0,0,0,67,0,0,7,0,18,19,0,0,0,12584.65,49,35,16.434,3.717,7.103,6,1.99,1,8885,8885,0,0,4188,4188,5,0,0,0,0,0,0,0,0,0,0,0,0,1
라라48a99b,78.57,5.44,30,77.09,33.61,0,20,0,14,33.03,0,0,0,0,34,0,0,0,0,8,7,7,0,0,10587.97,25,23,15.499,1.294,9.068,5,0.93,0,0,0,0,0,0,0,13,2,0.153846154,2,0.153846154,0,0,0,0,0,0,0,0,9
라라68a89a,89.33,4.92,26,88.3,28.94,0,15,0,14,28.53,0,0,0,0,29,0,0,0,0,0,0,9,0,0,20942.34,19,17,16.172,3.129,4.96,5,0.82,0,0,0,0,0,0,0,9,1,0.111111111,0,0,1,0.111111111,0,0,0,0,0,0,NA
라라36a90b,83.63,4.41,39,86.63,21.23,0,35,0,23,21.07,0,0,0,0,62,0,0,7,9,14,11,12,0,0,23164.91,30,20,27.713,4.13,3.606,5,1.35,0,0,0,0,0,0,0,14,1,0.071428571,0,0,0,0,0,0,0,0,0,0,1
라라68a87a,82.66,0,15,80.56,0,0,8,0,7,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6175.13,15,15,16.373,3.131,5.334,4,0.48,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라63a93a,106.51,7.93,11,107.21,39.86,0,9,0,0,55.58,0,0,0,0,14,0,0,0,0,0,0,0,0,0,18182.07,9,6,18.055,3.498,3.56,4,0.47,1,280,280,0,0,378,378,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라57b86b,195.17,12.89,40,981.02,40.65,24,52,7,596,66.73,195,82,40,100,843,58,137,197,109,70,18,7,0,0,554123.99,0,0,1.186,4.262,0.862,6,15.67,2,9127,4563.5,0,0,635,317.5,84,7,0.083333333,0,0,4,0.047619048,1,0.011904762,0,0,0,0,1
라라61b98a,150.07,4.5,2,125.07,13.02,0,0,0,0,10.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770.07,2,0,15.055,3.579,2.565,2,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라48a98a,531.24,5.7,1,441,15.07,0,0,0,0,12.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5597.02,0,0,14.603,0.69,10.953,1,0.18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라74a88a,68.93,4.38,17,67.93,29.47,0,9,0,6,28.22,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8366.96,14,12,19.982,1.75,3.763,3,0.46,2,7094,3547,0,0,1905,952.5,6,0,0,0,0,0,0,0,0,0,0,0,0,4
라라64a86a,120.5,5.57,11,123.68,27.08,0,0,0,0,26.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12502.44,2,0,8.767,3.389,1.395,6,0.54,0,0,0,0,0,0,0,15,1,0.066666667,0,0,1,0.066666667,0,0,0,0,0,0,1
라라66b81a,80.9,5.25,20,84.7,40.75,0,10,0,0,49.82,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7012.09,16,12,18.469,2.59,2.261,5,0.63,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
라라71b85a,86.01,4.31,16,85.42,25.24,0,14,0,12,25.06,0,0,0,0,26,0,0,0,0,0,6,0,0,0,34848.19,14,7,20.389,2.182,4.247,4,0.68,0,0,0,0,0,0,0,20,1,0.05,0,0,1,0.05,0,0,0,0,0,0,4
라라53b79b,72.06,4.35,2,72.06,11.95,0,0,0,0,11.95,0,0,0,0,7,0,0,0,0,0,0,0,0,0,118449.09,48,4,8.283,4.243,0.702,6,4.54,1,0,0,0,0,1122,1122,4,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라53b82a,102.53,5.35,30,109.66,31.37,0,23,0,22,39.37,0,0,0,0,46,0,0,0,0,13,8,0,0,0,23944.48,21,18,7.378,5.521,2.286,4,1.32,1,99,99,0,0,3193,3193,11,1,0.090909091,1,0.090909091,0,0,0,0,0,0,0,0,NA
라라69a85a,336.55,7.35,11,585.23,24.45,0,0,0,6,24.45,0,0,0,0,9,0,0,0,0,0,0,0,0,0,24929.44,4,4,19.103,1.605,6.869,4,2.54,1,9838,9838,0,0,1365,1365,40,1,0.025,1,0.025,0,0,0,0,0,0,0,0,NA
라라69b88b,84.97,5.21,62,86.68,28.52,0,50,0,27,33.25,0,0,0,0,78,0,0,0,13,18,15,17,6,0,19982.26,50,43,16.742,0.934,3.136,6,2.15,1,903,903,0,0,984,984,16,1,0.0625,0,0,1,0.0625,0,0,0,0,0,0,4
라라54a84b,1967.12,0,3,5425.92,0.22,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374966.16,1,1,4.424,7.022,1.9,1,7.14,3,1497,499,0,0,640,213.3333333,62,2,0.032258065,0,0,1,0.016129032,1,0.016129032,0,0,0,0,5
라라40a85b,72.78,4.9,14,72.26,24.13,0,11,0,12,23.51,0,0,0,0,26,0,0,0,0,10,0,0,0,0,9660.67,12,9,20.354,5.285,6.387,2,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
라라64a95a,64.53,4.5,4,64.53,20.59,0,0,0,0,20.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425.88,4,3,17.332,4.599,4.262,1,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라75a82b,81.11,5.36,17,89.72,23.97,0,15,0,13,28.03,0,0,0,0,28,0,0,0,0,8,0,0,0,0,4134.14,8,5,24.897,3.825,2.272,3,0.61,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
라라61a96b,80.36,5.53,6,87.68,19.17,0,8,0,0,20.81,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4277.55,3,2,14.879,1.928,3.904,2,0.21,2,320,160,0,0,189,94.5,8,2,0.25,0,0,0,0,1,0.125,0,0,0,0,1
라라57b95a,84.14,4.44,18,84.03,21.15,0,18,0,9,21.12,0,0,0,0,27,0,0,0,0,14,10,0,0,0,14571.12,11,8,10.988,4.666,5.926,3,0.61,0,0,0,0,0,0,0,4,2,0.5,0,0,2,0.5,0,0,0,0,0,0,1
라라49a81a,130.99,4.85,21,133.86,33.74,0,11,0,14,36.68,0,0,0,0,26,0,0,0,6,8,6,0,0,0,8478.69,18,14,12.127,2.27,6.029,2,1.12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18
라라49a81b,95.41,0,4,75.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239.95,4,4,12.549,2.692,6.533,1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라63b81a,134.15,6.33,25,135.38,25.32,0,21,0,12,25.49,0,0,0,0,34,0,0,0,0,7,7,9,0,0,11234.18,22,16,12.197,5.181,4.853,3,1.35,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1
라라54a81a,285.56,11.42,23,1698.46,11.19,9,54,18,325,17.09,68,35,17,26,447,38,105,78,48,54,27,0,6,0,80886.26,2,0,6.998,5.112,1.195,3,15.63,1,6767,6767,0,0,8677,8677,65,19,0.292307692,0,0,7,0.107692308,9,0.138461538,0,0,0,0,4
라라64b96b,49.8,4.17,2,49.8,6.31,0,0,0,0,6.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2921.09,1,0,14.988,2.255,1.918,2,0.04,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
라라62a75b,191.13,0,2,191.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11398.6,2,0,15.982,4.152,7.538,2,0.15,1,465,465,0,0,596,596,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
